"Ordem","Material","Texto breve material","Centro","Motivo do movimento","Centro custo","Qtd.  UM registro","Montante em MI","Depósito","Tipo de movimento","Estoque especial","Doc.material","Item doc.material","Data de lançamento","UM registro","Pedido","Texto cab.documento","Hora do registro","Lote","Referência","Txt.tipo movimento","Quantidade","Nome do usuário","Fornecedor",
"","31_000025924","INSERTO DNMG 130504 MT TT8125B","3110","0","3100133","-3","-104.67","1070","201","","4920745046","3","2025-07-26","PC","","","23:52:27","","","SM para centro custo","-3","310004188","",
"","31_000028636","INSERTO SOMX094506-UM VP15TF","3110","0","3100133","-5","-147.05","1070","201","","4920745046","5","2025-07-26","PC","","","23:52:27","","","SM para centro custo","-5","310004188","",
"","31_000018873","FRESA  EPDBP 2030 -8-04-TH(Ø3.00 R 1.50)","3110","0","3100474","-2","-482.16","1070","201","","4919983548","2","2025-07-13","PC","","","23:50:56","","","SM para centro custo","-2","310004188","",
"","31_000020730","FRESA EPDBE 2040 - 10 ATH Ø 4mm R2","3110","0","3100474","-1","-161.67","1070","201","","4919983548","1","2025-07-13","PC","","","23:50:56","","","SM para centro custo","-1","310004188","",
"","31_000013245","INSERTO TNMG 160408 SA UE6105","3110","0","3100131","-3","-43.71","1070","201","","4920778671","2","2025-07-27","PC","","","23:47:57","","","SM para centro custo","-3","310004188","",
"","31_000022901","INSERTO TNMG 160412-SA UE6105","3110","0","3100131","-3","-43.59","1070","201","","4920778671","1","2025-07-27","PC","","","23:47:57","","","SM para centro custo","-3","310004188","",
"","31_000001931","CARACOL 20HE20/12 GH23844","3110","0","3100461","-2","-9982.68","1070","201","","4921074850","1","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-2","310004188","",
"","31_000002148","CARACOL 85 HC127/1-A (ASP 2052 90X130)","3110","0","3100461","-1","-5773.48","1070","201","","4921074850","3","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000004272","FELLOWS GF-17870","3110","0","3100461","-1","-3103.31","1070","201","","4921074850","5","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000007118","SHAVING 15 CS 14/1","3110","0","3100461","-1","-9716.04","1070","201","","4921074850","6","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000014586","SHAVING 20 CS 20/13","3110","0","3100461","-1","-5356.70","1070","201","","4921074850","9","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000021597","CARACOL 17HE17/1","3110","0","3100127","-1","-5892.80","1070","201","","4921074850","7","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000025650","SHAVING 20 CS 20/19","3110","0","3100461","-1","-7095.55","1070","201","","4921074850","10","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000026902","CARACOL 85HC127/4","3110","0","3100461","-1","-6477.09","1070","201","","4921074850","4","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000027220","CARACOL 85 HC 127/2A","3110","0","3100461","-1","-6778.35","1070","201","","4921074850","2","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000028467","SHAVING 20 CS 17/1","3110","0","3100136","-1","-9637.05","1070","201","","4921074850","8","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000028469","SHAVING 20 CS 20/29","3110","0","3100461","-1","-7416.81","1070","201","","4921074850","11","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000028471","SHAVING 20 CS 20/31","3110","0","3100461","-1","-7231.96","1070","201","","4921074850","12","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000028473","SHAVING 20 CS 20/33","3110","0","3100461","-1","-6461.61","1070","201","","4921074850","13","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000028476","SHAVING 20 CS 20/36","3110","0","3100461","-1","-6461.59","1070","201","","4921074850","14","2025-08-01","PC","","","23:47:29","","","SM para centro custo","-1","310004188","",
"","31_000017962","FRESA T. MD. 4C. Ø10x10x52X95 88422080","3110","0","3100474","-1","-164.76","1070","201","","4920930438","1","2025-07-29","PC","","","23:47:25","","","SM para centro custo","-1","310004188","",
"","31_000026723","INSERTO ICP 106 IC908","3110","0","3100173","-4","-1454.40","1070","201","","4919750546","1","2025-07-09","PC","","","23:47:15","","","SM para centro custo","-4","310004188","",
"","31_000000203","LIMA FACA M-8""  STARRET","3110","0","3100152","-1","-103.43","1070","201","","4921002233","1","2025-07-31","PC","","","23:45:56","","","SM para centro custo","-1","310004188","",
"","31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","3110","0","3100158","-3","-108.78","1070","201","","4920684318","1","2025-07-25","PC","","","23:42:24","","","SM para centro custo","-3","310004188","",
"","31_000013253","INSERTO WNMG 080412 MH UE6105","3110","0","3100158","-4","-83.48","1070","201","","4920684318","3","2025-07-25","PC","","","23:42:24","","","SM para centro custo","-4","310004188","",
"","31_000023009","INSERTO VBMT 160404-UE 6110","3110","0","3100158","-2","-46.42","1070","201","","4920684318","2","2025-07-25","PC","","","23:42:24","","","SM para centro custo","-2","310004188","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100158","-4","-69.36","1070","201","","4920684318","4","2025-07-25","PC","","","23:42:24","","","SM para centro custo","-4","310004188","",
"","31_000013246","INSERTO TNMG 160408 MA UE6020","3110","0","3100131","-6","-93.12","1070","201","","4919750232","3","2025-07-09","PC","","","23:42:00","","","SM para centro custo","-6","310004188","",
"","31_000023789","INSERTO GY2M0400G080N-MM VP20RT","3110","0","3100131","-2","-73.44","1070","201","","4919750232","5","2025-07-09","PC","","","23:42:00","","","SM para centro custo","-2","310004188","",
"","31_000026158","INSERTO CCMT 060204 WP PV720","3110","0","3100131","-3","-50.76","1070","201","","4919750232","4","2025-07-09","PC","","","23:42:00","","","SM para centro custo","-3","310004188","",
"","31_000028142","INSERTO CCMT 09T304-LS MP 9015","3110","0","3100131","-14","-169.12","1070","201","","4919750232","1","2025-07-09","PC","","","23:42:00","","","SM para centro custo","-14","310004188","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100131","-8","-138.72","1070","201","","4919750232","2","2025-07-09","PC","","","23:42:00","","","SM para centro custo","-8","310004188","",
"","31_000008767","INSERTO WNMG 06T308 MP MC6015","3110","0","3100129","-3","-32.37","1070","201","","4919588642","2","2025-07-06","PC","","","23:36:48","","","SM para centro custo","-3","310004188","",
"","31_000012419","LIMA ROTATIVA  SKM 0613 3S Z3P","3110","0","3100129","-1","-94.48","1070","201","","4919588642","1","2025-07-06","PC","","","23:36:48","","","SM para centro custo","-1","310004188","",
"","31_000025460","BROCA MD Ø 12,5X45XD12X90L FUT TOP","3110","0","3100129","-1","-217.69","1070","201","","4919588642","5","2025-07-06","PC","","","23:36:48","","","SM para centro custo","-1","310004188","",
"","31_000025808","INSERTO WNMG 06T304-MS US7020","3110","0","3100129","-3","-31.53","1070","201","","4919588642","4","2025-07-06","PC","","","23:36:48","","","SM para centro custo","-3","310004188","",
"","31_000028555","INSERTO TNMG 160412 UR YG3020 (YG1)","3110","0","3100129","-4","-111.72","1070","201","","4919588642","3","2025-07-06","PC","","","23:36:48","","","SM para centro custo","-4","310004188","",
"","31_000006000","INSERTO DNMG 150604-LP MC6015","3110","0","3100122","-6","-172.26","1070","201","","4919512691","2","2025-07-04","PC","","","23:36:21","","","SM para centro custo","-6","310004188","",
"","31_000022677","PINO DO CALÇO PI36185 ( CCP33 ) p/ MTJNR","3110","0","3100173","-1","-32.91","1070","201","","4919512691","4","2025-07-04","PC","","","23:36:21","","","SM para centro custo","-1","310004188","",
"","31_000027158","INSERTO CNMG 120412-RK MC5005","3110","0","3100122","-9","-163.71","1070","201","","4919512691","1","2025-07-04","PC","","","23:36:21","","","SM para centro custo","-9","310004188","",
"","31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","3110","0","3100122","-6","-127.20","1070","201","","4919512691","3","2025-07-04","PC","","","23:36:21","","","SM para centro custo","-6","310004188","",
"","31_000026585","BROCA MN105 - 015RA -N4R8050 (3H69130)","3110","0","3100173","-1","-1899.04","1070","201","","4920744741","1","2025-07-26","PC","","","23:34:42","","","SM para centro custo","-1","310004188","",
"","31_000026723","INSERTO ICP 106 IC908","3110","0","3100173","-1","-363.60","1070","201","","4920744741","2","2025-07-26","PC","","","23:34:42","","","SM para centro custo","-1","310004188","",
"","31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","3110","0","3100172","-4","-58.16","1070","201","","4919512458","1","2025-07-04","PC","","","23:31:46","","","SM para centro custo","-4","310004188","",
"","31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","3110","0","3100173","-3","-108.78","1070","201","","4919588641","2","2025-07-06","PC","","","23:31:36","","","SM para centro custo","-3","310004188","",
"","31_000028641","INSERTO TNMG 160412N EG AC6030M","3110","0","3100173","-4","-65.60","1070","201","","4919588641","1","2025-07-06","PC","","","23:31:36","","","SM para centro custo","-4","310004188","",
"","31_000013245","INSERTO TNMG 160408 SA UE6105","3110","0","3100133","-10","-145.70","1070","201","","4919983382","2","2025-07-13","PC","","","23:29:46","","","SM para centro custo","-10","310004188","",
"","31_000022901","INSERTO TNMG 160412-SA UE6105","3110","0","3100133","-10","-145.30","1070","201","","4919983382","1","2025-07-13","PC","","","23:29:46","","","SM para centro custo","-10","310004188","",
"","31_000028554","INSERTO CCGW 060208 NU BN2000","3110","0","3100161","-1","-105.09","1070","201","","4919818832","1","2025-07-10","PC","","","23:29:39","","","SM para centro custo","-1","310004188","",
"","31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","3110","0","3100173","-3","-108.78","1070","201","","4921001420","2","2025-07-30","PC","","","23:27:01","","","SM para centro custo","-3","310004188","",
"","31_000022677","PINO DO CALÇO PI36185 ( CCP33 ) p/ MTJNR","3110","0","3100173","-1","-32.91","1070","201","","4921001420","1","2025-07-30","PC","","","23:27:01","","","SM para centro custo","-1","310004188","",
"","31_000028641","INSERTO TNMG 160412N EG AC6030M","3110","0","3100173","-7","-114.80","1070","201","","4921001420","3","2025-07-30","PC","","","23:27:01","","","SM para centro custo","-7","310004188","",
"","31_000025541","BROCA MD Ø 14,1X65XD14X115L ALCRONA","3110","0","3100113","-1","-387.50","1070","201","","4920858555","2","2025-07-28","PC","","","23:19:52","","","SM para centro custo","-1","310004188","",
"","31_000002972","PARAFUSO - 5513-020-28","3110","0","3100173","-1","-30.59","1070","201","","4920377512","1","2025-07-20","PC","","","23:19:41","","","SM para centro custo","-1","310004188","",
"","31_000019499","INSERTO AOMT 030204 - N - 45DT IC1008","3110","0","3100173","-1","-32.88","1070","201","","4920377512","2","2025-07-20","PC","","","23:19:41","","","SM para centro custo","-1","310004188","",
"","31_000023736","INSERTO WNMG 080408-MA MC6015","3110","0","3100127","-6","-125.16","1070","201","","4920072859","2","2025-07-14","PC","","","23:17:38","","","SM para centro custo","-6","310004188","",
"","31_000026158","INSERTO CCMT 060204 WP PV720","3110","0","3100127","-5","-84.60","1070","201","","4920072859","3","2025-07-14","PC","","","23:17:38","","","SM para centro custo","-5","310004188","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100127","-6","-104.04","1070","201","","4920072859","1","2025-07-14","PC","","","23:17:38","","","SM para centro custo","-6","310004188","",
"","31_000006116","PARAFUSO TPS43 M4x0,7xD5,4x10 60°","3110","0","3100152","-4","-73.04","1070","201","","4920683170","2","2025-07-24","PC","","","23:12:31","","","SM para centro custo","-4","310004188","",
"","31_000015192","PARAFUSO TS25   ( MITSUBISHI )","3110","0","3100152","-4","-60.52","1070","201","","4920683170","1","2025-07-24","PC","","","23:12:31","","","SM para centro custo","-4","310004188","",
"","31_000008769","INSERTO VNMG 12T304-NF IC907","3110","0","3100155","-1","-35.91","1070","201","","4920377428","3","2025-07-19","PC","","","23:11:38","","","SM para centro custo","-1","310004188","",
"","31_000008851","PARAFUSO SR 14-551 P/CALÇO SVJNL-11","3110","0","3100155","-1","-21.97","1070","201","","4920377428","5","2025-07-19","PC","","","23:11:38","","","SM para centro custo","-1","310004188","",
"","31_000010759","INSERTO VNMG 12T308-NF IC907","3110","0","3100155","-8","-280.72","1070","201","","4920377428","2","2025-07-19","PC","","","23:11:38","","","SM para centro custo","-8","310004188","",
"","31_000013246","INSERTO TNMG 160408 MA UE6020","3110","0","3100155","-1","-15.52","1070","201","","4920377428","6","2025-07-19","PC","","","23:11:38","","","SM para centro custo","-1","310004188","",
"","31_000027764","INSERTO GIMIY 304  IC808","3110","0","3100155","-1","-40.96","1070","201","","4920377428","4","2025-07-19","PC","","","23:11:38","","","SM para centro custo","-1","310004188","",
"","31_000022920","INSERTO CCMT 09T308 MM MC7025","3110","0","3100172","-6","-75.60","1070","201","","4919748482","2","2025-07-08","PC","","","23:10:29","","","SM para centro custo","-6","310004188","",
"","31_000024806","INSERTO DCMT 11T308-HQ PV 720","3110","0","3100172","-2","-55.98","1070","201","","4919748482","1","2025-07-08","PC","","","23:10:29","","","SM para centro custo","-2","310004188","",
"","31_000027604","INSERTO TCD 114 P TT 9080 Ø 11,4","3110","0","3100131","-3","-655.41","1070","201","","4919951915","1","2025-07-12","PC","","","23:09:21","","","SM para centro custo","-3","310004188","",
"","31_000006000","INSERTO DNMG 150604-LP MC6015","3110","0","3100133","-3","-86.13","1070","201","","4919588400","2","2025-07-05","PC","","","23:07:21","","","SM para centro custo","-3","310004188","",
"","31_000008767","INSERTO WNMG 06T308 MP MC6015","3110","0","3100133","-7","-75.53","1070","201","","4919588400","3","2025-07-05","PC","","","23:07:21","","","SM para centro custo","-7","310004188","",
"","31_000023789","INSERTO GY2M0400G080N-MM VP20RT","3110","0","3100133","-4","-146.88","1070","201","","4919588400","4","2025-07-05","PC","","","23:07:21","","","SM para centro custo","-4","310004188","",
"","31_000025402","INSERTO TNMG 160408 MP MC6015","3110","0","3100133","-5","-72.95","1070","201","","4919588400","1","2025-07-05","PC","","","23:07:21","","","SM para centro custo","-5","310004188","",
"","31_000025924","INSERTO DNMG 130504 MT TT8125B","3110","0","3100133","-2","-69.78","1070","201","","4919588400","5","2025-07-05","PC","","","23:07:21","","","SM para centro custo","-2","310004188","",
"","31_000028636","INSERTO SOMX094506-UM VP15TF","3110","0","3100133","-4","-117.64","1070","201","","4919588400","6","2025-07-05","PC","","","23:07:21","","","SM para centro custo","-4","310004188","",
"","31_000027193","INSERTO CCMT 060202 PF IC907","3110","0","3100173","-6","-138.00","1070","201","","4919951808","1","2025-07-11","PC","","","23:06:25","","","SM para centro custo","-6","310004188","",
"","31_000024583-R","BROCA ESC. MD D4,20x14 (24583-AFIADA)","3110","0","3100126","-3","0","1070","201","","4920285491","1","2025-07-18","PC","","","23:05:43","","","SM para centro custo","-3","310004188","",
"","31_000024800","INSERTO CCMT 09T308-CM T515","3110","0","3100147","-1","-23.19","1070","201","","4919450745","3","2025-07-02","PC","","","23:04:14","","","SM para centro custo","-1","310004188","",
"","31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","3110","0","3100147","-8","-169.60","1070","201","","4919450745","1","2025-07-02","PC","","","23:04:14","","","SM para centro custo","-8","310004188","",
"","31_000028741","INSERTO CCMT 060208-PSS AH725","3110","0","3100147","-2","-39.22","1070","201","","4919450745","2","2025-07-02","PC","","","23:04:14","","","SM para centro custo","-2","310004188","",
"","31_000000183","MACHO MAQ. M4X0,7 116/2 ANSI  fab. OSG","3110","0","3100471","-1","-47.92","1070","201","","4919677310","1","2025-07-07","PC","","","23:03:13","","","SM para centro custo","-1","310004188","",
"","31_000000186","MACHO MAQ. M6 6H 250/1 DIN 371","3110","0","3100471","-1","-60.18","1070","201","","4919677310","2","2025-07-07","PC","","","23:03:13","","","SM para centro custo","-1","310004188","",
"","31_000027585","FRESA D3XR0.5-L15 VFHVRBD0300R05N015","3110","0","3100471","-1","-236.05","1070","201","","4919677310","3","2025-07-07","PC","","","23:03:13","","","SM para centro custo","-1","310004188","",
"","31_000028718","BRUNIDOR 3,5x8,65x30 S AB N60202","3110","0","3100157","-2","-154.78","1070","201","","4919983094","1","2025-07-12","PC","","","22:59:36","","","SM para centro custo","-2","310004188","",
"","31_000027585","FRESA D3XR0.5-L15 VFHVRBD0300R05N015","3110","0","3100474","-1","-236.05","1070","201","","4919885003","1","2025-07-10","PC","","","22:52:15","","","SM para centro custo","-1","310004188","",
"","31_000027586","FRESA D2XR0.5-L15 VFHVRBD0200R05N015","3110","0","3100474","-1","-261.88","1070","201","","4919885003","2","2025-07-10","PC","","","22:52:15","","","SM para centro custo","-1","310004188","",
"","31_000006000","INSERTO DNMG 150604-LP MC6015","3110","0","3100133","-2","-57.42","1070","201","","4920377293","5","2025-07-19","PC","","","22:51:12","","","SM para centro custo","-2","310004188","",
"","31_000008767","INSERTO WNMG 06T308 MP MC6015","3110","0","3100133","-6","-64.74","1070","201","","4920377293","4","2025-07-19","PC","","","22:51:12","","","SM para centro custo","-6","310004188","",
"","31_000012246","INSERTO GRIP 5025Y IC908  ISCAR","3110","0","3100133","-5","-270.95","1070","201","","4920377293","3","2025-07-19","PC","","","22:51:12","","","SM para centro custo","-5","310004188","",
"","31_000022901","INSERTO TNMG 160412-SA UE6105","3110","0","3100133","-2","-29.06","1070","201","","4920377293","6","2025-07-19","PC","","","22:51:12","","","SM para centro custo","-2","310004188","",
"","31_000023009","INSERTO VBMT 160404-UE 6110","3110","0","3100133","-2","-46.42","1070","201","","4920377293","2","2025-07-19","PC","","","22:51:12","","","SM para centro custo","-2","310004188","",
"","31_000023789","INSERTO GY2M0400G080N-MM VP20RT","3110","0","3100133","-4","-146.88","1070","201","","4920377293","1","2025-07-19","PC","","","22:51:12","","","SM para centro custo","-4","310004188","",
"","31_000028469","SHAVING 20 CS 20/29","3110","0","3100461","1","7416.81","1070","202","","4922112073","1","2025-08-01","PC","","","22:50:51","","","DM para centro custo","1","310004188","",
"","31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","3110","0","3100173","-4","-145.04","1070","201","","4919951389","2","2025-07-11","PC","","","22:50:01","","","SM para centro custo","-4","310004188","",
"","31_000028641","INSERTO TNMG 160412N EG AC6030M","3110","0","3100173","-4","-65.60","1070","201","","4919951389","1","2025-07-11","PC","","","22:50:01","","","SM para centro custo","-4","310004188","",
"","31_000026698","ALARGADOR MD Ø4x45x100mm ALTIN","3110","0","3100147","-1","-211.60","1070","201","","4919389264","4","2025-07-01","PC","","","22:49:38","","","SM para centro custo","-1","310004188","",
"","31_000028233","BROCA MD Ø 3,8 MVS0380X10S040DP 1020 PVD","3110","0","3100147","-1","-326.12","1070","201","","4919389264","3","2025-07-01","PC","","","22:49:38","","","SM para centro custo","-1","310004188","",
"","31_000028685","INSERTO TPMT110308PS GT9530","3110","0","3100147","-1","-20.28","1070","201","","4919389264","6","2025-07-01","PC","","","22:49:38","","","SM para centro custo","-1","310004188","",
"","31_000028687","INSERTO WDXT063006-G-ACK300","3110","0","3100147","-3","-59.52","1070","201","","4919389264","5","2025-07-01","PC","","","22:49:38","","","SM para centro custo","-3","310004188","",
"","31_000028818","BROCA ESC. MD 8,8x17x7x39x12x144","3110","0","3100147","-2","-942.18","1070","201","","4919389264","1","2025-07-01","PC","","","22:49:38","","","SM para centro custo","-2","310004188","",
"","31_000028923","BROCA MD 4,8MM 30 HD6 80","3110","0","3100147","-3","-551.07","1070","201","","4919389264","2","2025-07-01","PC","","","22:49:38","","","SM para centro custo","-3","310004188","",
"","31_000025650","SHAVING 20 CS 20/19","3110","0","3100461","1","7095.55","1070","202","","4922111984","1","2025-08-01","PC","","","22:49:14","","","DM para centro custo","1","310004188","",
"","31_000029074","INSERTO TNMG 160412-RK MC5115","3110","0","3100173","-10","-173.60","1070","201","","4919884792","1","2025-07-10","PC","","","22:48:51","","","SM para centro custo","-10","310004188","",
"","31_000028662","INSERTO WNMG080408PQ PV710","3110","0","3100147","-4","-75.64","1070","201","","4920377189","2","2025-07-19","PC","","","22:48:49","","","SM para centro custo","-4","310004188","",
"","31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","3110","0","3100147","-2","-42.40","1070","201","","4920377189","5","2025-07-19","PC","","","22:48:49","","","SM para centro custo","-2","310004188","",
"","31_000028741","INSERTO CCMT 060208-PSS AH725","3110","0","3100147","-2","-39.22","1070","201","","4920377189","6","2025-07-19","PC","","","22:48:49","","","SM para centro custo","-2","310004188","",
"","31_000028742","INSERTO DCMT 11T312-PS AH8005","3110","0","3100147","-10","-250.50","1070","201","","4920377189","4","2025-07-19","PC","","","22:48:49","","","SM para centro custo","-10","310004188","",
"","31_000028897","INSERTO DNMG150412 M6 TP1501","3110","0","3100147","-8","-459.28","1070","201","","4920377189","3","2025-07-19","PC","","","22:48:49","","","SM para centro custo","-8","310004188","",
"","31_000028965","INSERTO WNMG060408 N-FB-T-1500A","3110","0","3100147","-3","-73.98","1070","201","","4920377189","1","2025-07-19","PC","","","22:48:49","","","SM para centro custo","-3","310004188","",
"","31_000028676","BROCA MD 3,8mm ADF-2D","3110","0","3100147","-1","-165.08","1070","201","","4919982892","6","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-1","310004188","",
"","31_000028685","INSERTO TPMT110308PS GT9530","3110","0","3100147","-3","-60.84","1070","201","","4919982892","3","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-3","310004188","",
"","31_000028687","INSERTO WDXT063006-G-ACK300","3110","0","3100147","-2","-39.68","1070","201","","4919982892","1","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-2","310004188","",
"","31_000028691"," MACHO A-POT M 10 X 1.25 5P.0i","3110","0","3100147","-2","-470.52","1070","201","","4919982892","5","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-2","310004188","",
"","31_000028742","INSERTO DCMT 11T312-PS AH8005","3110","0","3100147","-5","-125.25","1070","201","","4919982892","7","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-5","310004188","",
"","31_000028743","INSERTO TPGW 110304 TH10","3110","0","3100147","-2","-59.08","1070","201","","4919982892","2","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-2","310004188","",
"","31_000028818","BROCA ESC. MD 8,8x17x7x39x12x144","3110","0","3100147","-2","-942.18","1070","201","","4919982892","4","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-2","310004188","",
"","31_000028897","INSERTO DNMG150412 M6 TP1501","3110","0","3100147","-1","-57.41","1070","201","","4919982892","8","2025-07-12","PC","","","22:48:31","","","SM para centro custo","-1","310004188","",
"","31_000021024","INSERTO TNGX 110308S-01020-WZ CBN010","3110","0","3100161","-1","-635.70","1070","201","","4920140974","1","2025-07-15","PC","","","22:48:16","","","SM para centro custo","-1","310004188","",
"","31_000009799","INSERTO TNMG 160412-GH UC5115","3110","0","3100125","-9","-124.20","1070","201","","4921134587","1","2025-08-01","PC","","","22:47:26","","","SM para centro custo","-9","310004188","",
"","31_000026158","INSERTO CCMT 060204 WP PV720","3110","0","3100125","-10","-169.20","1070","201","","4921134587","2","2025-08-01","PC","","","22:47:26","","","SM para centro custo","-10","310004188","",
"","31_000024806","INSERTO DCMT 11T308-HQ PV 720","3110","0","3100172","-10","-279.90","1070","201","","4919559407","1","2025-07-04","PC","","","22:47:09","","","SM para centro custo","-10","310004188","",
"","31_000023789","INSERTO GY2M0400G080N-MM VP20RT","3110","0","3100131","-2","-73.44","1070","201","","4921134582","3","2025-08-01","PC","","","22:46:31","","","SM para centro custo","-2","310004188","",
"","31_000028142","INSERTO CCMT 09T304-LS MP 9015","3110","0","3100131","-4","-48.32","1070","201","","4921134582","1","2025-08-01","PC","","","22:46:31","","","SM para centro custo","-4","310004188","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100131","-5","-86.70","1070","201","","4921134582","2","2025-08-01","PC","","","22:46:31","","","SM para centro custo","-5","310004188","",
"","31_000023956","PORTA FERR. AL15 2020 W4 CANAL LARG. 4,0","3110","0","3100131","-1","-338.92","1070","201","","4919449448","1","2025-07-02","PC","","","22:45:36","","","SM para centro custo","-1","310004188","",
"","31_000005442","FRESA DE TOPO RETO 7226-14 Ø14,0 mm","3110","0","3100471","-1","-181.41","1070","201","","4919746466","1","2025-07-08","PC","","","22:44:50","","","SM para centro custo","-1","310004188","",
"","31_000005443","FRESA DE TOPO RETO 7226-16 Ø16,0 mm","3110","0","3100471","-1","-255.02","1070","201","","4919746466","2","2025-07-08","PC","","","22:44:50","","","SM para centro custo","-1","310004188","",
