"Ordem","Material","Texto breve material","Centro","Motivo do movimento","Centro custo","Qtd.  UM registro","Montante em MI","Depósito","Tipo de movimento","Estoque especial","Doc.material","Item doc.material","Data de lançamento","UM registro","Pedido","Texto cab.documento","Hora do registro","Lote","Referência","Txt.tipo movimento","Quantidade","Nome do usuário","Fornecedor",
"","31_000026698","ALARGADOR MD Ø4x45x100mm ALTIN","3110","0","3100147","-1","-211.60","1070","201","","4922780211","6","2025-09-01","PC","","","22:54:26","","","SM para centro custo","-1","310001144","",
"","31_000028233","BROCA MD Ø 3,8 MVS0380X10S040DP 1020 PVD","3110","0","3100147","-1","-326.12","1070","201","","4922780211","5","2025-09-01","PC","","","22:54:26","","","SM para centro custo","-1","310001144","",
"","31_000028676","BROCA MD 3,8mm ADF-2D","3110","0","3100147","-1","-165.08","1070","201","","4922780211","4","2025-09-01","PC","","","22:54:26","","","SM para centro custo","-1","310001144","",
"","31_000028742","INSERTO DCMT 11T312-PS AH8005","3110","0","3100147","-6","-150.30","1070","201","","4922780211","2","2025-09-01","PC","","","22:54:26","","","SM para centro custo","-6","310001144","",
"","31_000028818","BROCA ESC. MD 8,8x17x7x39x12x144","3110","0","3100147","-2","-942.18","1070","201","","4922780211","7","2025-09-01","PC","","","22:54:26","","","SM para centro custo","-2","310001144","",
"","31_000028897","INSERTO DNMG150412 M6 TP1501","3110","0","3100147","-1","-57.41","1070","201","","4922780211","1","2025-09-01","PC","","","22:54:26","","","SM para centro custo","-1","310001144","",
"","31_000028965","INSERTO WNMG060408 N-FB-T-1500A","3110","0","3100147","-4","-98.64","1070","201","","4922780211","3","2025-09-01","PC","","","22:54:26","","","SM para centro custo","-4","310001144","",
"","31_000028662","INSERTO WNMG080408PQ PV710","3110","0","3100147","-3","-56.73","1070","201","","4922927797","1","2025-09-03","PC","","","22:53:09","","","SM para centro custo","-3","310001144","",
"","31_000028742","INSERTO DCMT 11T312-PS AH8005","3110","0","3100147","-5","-125.25","1070","201","","4922927797","2","2025-09-03","PC","","","22:53:09","","","SM para centro custo","-5","310001144","",
"","31_000028897","INSERTO DNMG150412 M6 TP1501","3110","0","3100147","-1","-57.41","1070","201","","4922927797","3","2025-09-03","PC","","","22:53:09","","","SM para centro custo","-1","310001144","",
"","31_000010613","BRUNIDOR SINT ( MS-20 ) 3,5x7,1x29,9x1,5","3110","0","3100137","-8","-443.36","1070","201","","4923001943","1","2025-09-04","PC","","","22:49:35","","","SM para centro custo","-8","310001144","",
"","31_000008769","INSERTO VNMG 12T304-NF IC907","3110","0","3100126","-12","-430.92","1070","201","","4922779536","3","2025-09-01","PC","","","22:42:41","","","SM para centro custo","-12","310001144","",
"","31_000013246","INSERTO TNMG 160408 MA UE6020","3110","0","3100126","-8","-124.16","1070","201","","4922779536","1","2025-09-01","PC","","","22:42:41","","","SM para centro custo","-8","310001144","",
"","31_000024231","INSERTO TCMT 110204-FV AP25N","3110","0","3100126","-7","-83.93","1070","201","","4922779536","2","2025-09-01","PC","","","22:42:41","","","SM para centro custo","-7","310001144","",
"","31_000018313","FRESA FTR MD Ø11x25xD12x75L XTR 88422084","3110","0","3100474","-1","-151.95","1070","201","","4923001210","1","2025-09-04","PC","","","22:36:24","","","SM para centro custo","-1","310001144","",
"","31_000022374","FRESA VF2XLBR 0100N120S06","3110","0","3100474","-1","-149.15","1070","201","","4923001210","2","2025-09-04","PC","","","22:36:24","","","SM para centro custo","-1","310001144","",
"","31_000023720","INSERTO GY2M0400G040N-MM VP20RT","3110","0","3100131","-11","-401.28","1070","201","","4922778991","1","2025-09-01","PC","","","22:32:54","","","SM para centro custo","-11","310001144","",
"","31_000026158","INSERTO CCMT 060204 WP PV720","3110","0","3100131","-2","-33.84","1070","201","","4922778991","3","2025-09-01","PC","","","22:32:54","","","SM para centro custo","-2","310001144","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100131","-4","-69.36","1070","201","","4922778991","2","2025-09-01","PC","","","22:32:54","","","SM para centro custo","-4","310001144","",
"","31_000028894","BROCHA 6 BS 40/8","3110","0","3100461","-1","-5009.40","1070","201","","4922852120","1","2025-09-02","PC","","","22:31:33","","","SM para centro custo","-1","310001144","",
"","31_000017961","FRESA T. MD. 4C. Ø12x10xD11,48 -88422079","3110","0","3100474","-1","-206.79","1070","201","","4922926644","1","2025-09-03","PC","","","22:28:34","","","SM para centro custo","-1","310001144","",
"","31_000028278","LOGOTIPO 44 2H73310 FI 008 CT","3110","0","3100172","-1","-321.11","1070","201","","4922778444","1","2025-09-01","PC","","","22:24:30","","","SM para centro custo","-1","310001144","",
"","31_000001447","DISCO DE CORTE 65x2,5x10mm","3110","0","3100133","-20","-120.20","1070","201","","4922999855","1","2025-09-04","PC","","","22:16:32","","","SM para centro custo","-20","310001144","",
"","31_000024800","INSERTO CCMT 09T308-CM T515","3110","0","3100147","-3","-69.57","1070","201","","4922925966","6","2025-09-03","PC","","","22:16:30","","","SM para centro custo","-3","310001144","",
"","31_000028678","INSERTO CNMG120412GZ AC420K","3110","0","3100147","-2","-39.10","1070","201","","4922925966","4","2025-09-03","PC","","","22:16:30","","","SM para centro custo","-2","310001144","",
"","31_000028680","INSERTO DCMT11T308-CM T5115","3110","0","3100147","-1","-24.64","1070","201","","4922925966","1","2025-09-03","PC","","","22:16:30","","","SM para centro custo","-1","310001144","",
"","31_000028688","INSERTO WDXT094008-G ACK300　","3110","0","3100147","-2","-49.20","1070","201","","4922925966","3","2025-09-03","PC","","","22:16:30","","","SM para centro custo","-2","310001144","",
"","31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","3110","0","3100147","-8","-169.60","1070","201","","4922925966","2","2025-09-03","PC","","","22:16:30","","","SM para centro custo","-8","310001144","",
"","31_000028741","INSERTO CCMT 060208-PSS AH725","3110","0","3100147","-2","-39.22","1070","201","","4922925966","5","2025-09-03","PC","","","22:16:30","","","SM para centro custo","-2","310001144","",
"","31_000006154","INSERTO C1603 B","3110","0","3100172","-3","-202.56","1070","201","","4922777907","1","2025-09-01","PC","","","22:14:30","","","SM para centro custo","-3","310001144","",
"","31_000029074","INSERTO TNMG 160412-RK MC5115","3110","0","3100129","-6","-104.16","1070","201","","4922925445","1","2025-09-03","PC","","","22:06:35","","","SM para centro custo","-6","310001144","",
"","31_000021024","INSERTO TNGX 110308S-01020-WZ CBN010","3110","0","3100161","-1","-635.70","1070","201","","4922777245","1","2025-09-01","PC","","","22:02:17","","","SM para centro custo","-1","310001144","",
"","31_000013246","INSERTO TNMG 160408 MA UE6020","3110","0","3100128","-2","-31.04","1070","201","","4922998717","4","2025-09-04","PC","","","21:55:27","","","SM para centro custo","-2","310001144","",
"","31_000022901","INSERTO TNMG 160412-SA UE6105","3110","0","3100128","-1","-14.53","1070","201","","4922998717","3","2025-09-04","PC","","","21:55:27","","","SM para centro custo","-1","310001144","",
"","31_000027455","INSERTO DGN 3102C IC 354","3110","0","3100128","-2","-92.28","1070","201","","4922998717","2","2025-09-04","PC","","","21:55:27","","","SM para centro custo","-2","310001144","",
"","31_000027456","INSERTO DGN 2202C IC 354","3110","0","3100128","-2","-92.78","1070","201","","4922998717","1","2025-09-04","PC","","","21:55:27","","","SM para centro custo","-2","310001144","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100128","-1","-17.34","1070","201","","4922998717","5","2025-09-04","PC","","","21:55:27","","","SM para centro custo","-1","310001144","",
"","31_000000185","MACHO MAQ. M6+0,05 DIN 371","3110","0","3100135","-2","-261.44","1070","201","","4922998137","1","2025-09-04","PC","","","21:47:34","","","SM para centro custo","-2","310001144","",
"","31_000009799","INSERTO TNMG 160412-GH UC5115","3110","0","3100125","-2","-27.60","1070","201","","4922776087","1","2025-09-01","PC","","","21:43:49","","","SM para centro custo","-2","310001144","",
"","31_000022920","INSERTO CCMT 09T308 MM MC7025","3110","0","3100125","-2","-25.20","1070","201","","4922776087","3","2025-09-01","PC","","","21:43:49","","","SM para centro custo","-2","310001144","",
"","31_000023054","INSERTO CCMT 09T304-MM MC7025","3110","0","3100125","-2","-23.96","1070","201","","4922776087","2","2025-09-01","PC","","","21:43:49","","","SM para centro custo","-2","310001144","",
"","31_000022678","GRAMPO GR002 CCK13 P/ MTJNR/L","3110","0","3100147","-2","-295.20","1070","201","","4922848956","3","2025-09-02","PC","","","21:42:47","","","SM para centro custo","-2","310001144","",
"","31_000022680","PARAFUSO PS05.050.250 (SCLS105) MTJNR/L","3110","0","3100147","-2","-61.16","1070","201","","4922848956","1","2025-09-02","PC","","","21:42:47","","","SM para centro custo","-2","310001144","",
"","31_000026636","CUNHA CN003 CPT24 P/ MWLNR/L","3110","0","3100147","-2","-157.94","1070","201","","4922848956","2","2025-09-02","PC","","","21:42:47","","","SM para centro custo","-2","310001144","",
"","31_000006000","INSERTO DNMG 150604-LP MC6015","3110","0","3100133","-1","-28.71","1070","201","","4922923718","3","2025-09-03","PC","","","21:39:43","","","SM para centro custo","-1","310001144","",
"","31_000008767","INSERTO WNMG 06T308 MP MC6015","3110","0","3100133","-3","-32.37","1070","201","","4922923718","7","2025-09-03","PC","","","21:39:43","","","SM para centro custo","-3","310001144","",
"","31_000012246","INSERTO GRIP 5025Y IC908  ISCAR","3110","0","3100133","-3","-162.57","1070","201","","4922923718","5","2025-09-03","PC","","","21:39:43","","","SM para centro custo","-3","310001144","",
"","31_000023009","INSERTO VBMT 160404-UE 6110","3110","0","3100133","-3","-69.63","1070","201","","4922923718","4","2025-09-03","PC","","","21:39:43","","","SM para centro custo","-3","310001144","",
"","31_000025402","INSERTO TNMG 160408 MP MC6015","3110","0","3100133","-3","-43.77","1070","201","","4922923718","2","2025-09-03","PC","","","21:39:43","","","SM para centro custo","-3","310001144","",
"","31_000025808","INSERTO WNMG 06T304-MS US7020","3110","0","3100133","-1","-10.51","1070","201","","4922923718","6","2025-09-03","PC","","","21:39:43","","","SM para centro custo","-1","310001144","",
"","31_000025924","INSERTO DNMG 130504 MT TT8125B","3110","0","3100133","-1","-34.89","1070","201","","4922923718","1","2025-09-03","PC","","","21:39:43","","","SM para centro custo","-1","310001144","",
"","31_000007224","BROCHA 40 BC50/6 C/ REVESTIM. BALINIT A","3110","0","3100461","-1","-8773.52","1070","201","","4922997627","1","2025-09-04","PC","","","21:35:58","","","SM para centro custo","-1","310001144","",
"","31_000001959","INSERTO TNGA 160408-HTI 05T","3110","0","3100476","-5","-92.35","1070","201","","4922997379","1","2025-09-04","PC","","","21:33:59","","","SM para centro custo","-5","310001144","",
"","31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","3110","0","3100173","-3","-108.78","1070","201","","4922847729","1","2025-09-02","PC","","","21:23:06","","","SM para centro custo","-3","310001144","",
"","31_000028641","INSERTO TNMG 160412N EG AC6030M","3110","0","3100173","-7","-114.80","1070","201","","4922847729","2","2025-09-02","PC","","","21:23:06","","","SM para centro custo","-7","310001144","",
"","31_000000222","CALÇO P/PORTA FERR.170.3-852","3110","0","3100173","-2","-34.54","1070","201","","4922996541","2","2025-09-04","PC","","","21:12:37","","","SM para centro custo","-2","310001144","",
"","31_000029074","INSERTO TNMG 160412-RK MC5115","3110","0","3100173","-7","-121.52","1070","201","","4922996541","1","2025-09-04","PC","","","21:12:37","","","SM para centro custo","-7","310001144","",
"","31_000009799","INSERTO TNMG 160412-GH UC5115","3110","0","3100121","-9","-124.20","1070","201","","4922773877","1","2025-09-01","PC","","","20:48:47","","","SM para centro custo","-9","310004071","",
"","31_000028326","MICRO RETÍFICA 9GQEDA 56.000RPM 90PSI","3110","0","3100129","-1","-249.59","1070","201","","4922919553","1","2025-09-03","PC","","","20:20:30","","","SM para centro custo","-1","310004071","",
"","31_000029074","INSERTO TNMG 160412-RK MC5115","3110","0","3100129","-3","-52.08","1070","201","","4922919553","2","2025-09-03","PC","","","20:20:30","","","SM para centro custo","-3","310004071","",
"","31_000025636","INSERTO SOMX 084005-UM MC5020","3110","0","3100148","-10","-157.80","1070","201","","4922844685","2","2025-09-02","PC","","","20:17:05","","","SM para centro custo","-10","310004071","",
"","31_000027764","INSERTO GIMIY 304  IC808","3110","0","3100148","-10","-409.60","1070","201","","4922844685","1","2025-09-02","PC","","","20:17:05","","","SM para centro custo","-10","310004071","",
"","31_000009910","REBOLO P.MONTADA  C170 DRV Haste 3,17mm","3110","0","3100435","-3","-34.20","1070","201","","4922771887","2","2025-09-01","PC","","","20:15:44","","","SM para centro custo","-3","310004071","",
"","31_000027975","INSERTO WNMG 080408 MW UC5105","3110","0","3100148","-3","-62.40","1070","201","","4922919103","2","2025-09-03","PC","","","20:12:29","","","SM para centro custo","-3","310004071","",
"","31_000028264","INSERTO TNMG 160408 PQ CCX","3110","0","3100148","-2","-40.02","1070","201","","4922919103","3","2025-09-03","PC","","","20:12:29","","","SM para centro custo","-2","310004071","",
"","31_000028661","INSERTO TPMH 110308 MV MC6025","3110","0","3100148","-7","-88.69","1070","201","","4922919103","1","2025-09-03","PC","","","20:12:29","","","SM para centro custo","-7","310004071","",
"","31_000026158","INSERTO CCMT 060204 WP PV720","3110","0","3100161","-1","-16.92","1070","201","","4922993807","4","2025-09-04","PC","","","20:11:48","","","SM para centro custo","-1","310004071","",
"","31_000018206","LOGOTIPO MARC. MÊS E ANO 2025 FI-251-CT","3110","0","3100173","-2","-104.14","1070","201","","4922843921","1","2025-09-02","PC","","","20:05:21","","","SM para centro custo","-2","310004071","",
"","31_000009936","GRIND STONE WA120 OX44 ( 8x20x3 )","3110","0","3100117","-8","-99.28","1070","201","","4922771144","1","2025-09-01","PC","","","20:01:13","","","SM para centro custo","-8","310004071","",
"","31_000001837","REBOLO P.M 25x38 DR-30 C221 haste40x6,35","3110","0","3100475","-3","-32.46","1070","201","","4922770979","2","2025-09-01","PC","","","19:59:38","","","SM para centro custo","-3","310004071","",
"","31_000002995","REBOLO P.M 13x25 DR30 C187 haste 40x6,35","3110","0","3100475","-5","-36.80","1070","201","","4922770979","3","2025-09-01","PC","","","19:59:38","","","SM para centro custo","-5","310004071","",
"","31_000028271","LOGOTIPO 008011/2019 INM. 32/54/55/73320","3110","0","3100118","-1","-337.27","1070","201","","4922770979","5","2025-09-01","PC","","","19:59:38","","","SM para centro custo","-1","310004071","",
"","31_000029004","LIXA FITA ZYYR11 1500x0050 GR 0100","3110","0","3100159","-5","-175.15","1070","201","","4922918029","1","2025-09-03","PC","","","19:56:05","","","SM para centro custo","-5","310004071","",
"","31_000028647","BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75","3110","0","3100137","-8","-946.00","1070","201","","4922918021","1","2025-09-03","PC","","","19:54:44","","","SM para centro custo","-8","310004071","",
"","31_000028281","LOGOTIPO 008013/2019 INMETRO 2H37/73310","3110","0","3100174","-1","-334.22","1070","201","","4922770504","1","2025-09-01","PC","","","19:52:08","","","SM para centro custo","-1","310004071","",
"","31_000008769","INSERTO VNMG 12T304-NF IC907","3110","0","3100155","-1","-35.91","1070","201","","4922770148","4","2025-09-01","PC","","","19:46:41","","","SM para centro custo","-1","310004071","",
"","31_000008851","PARAFUSO SR 14-551 P/CALÇO SVJNL-11","3110","0","3100155","-1","-21.97","1070","201","","4922770148","5","2025-09-01","PC","","","19:46:41","","","SM para centro custo","-1","310004071","",
"","31_000010759","INSERTO VNMG 12T308-NF IC907","3110","0","3100155","-4","-140.36","1070","201","","4922770148","3","2025-09-01","PC","","","19:46:41","","","SM para centro custo","-4","310004071","",
"","31_000022920","INSERTO CCMT 09T308 MM MC7025","3110","0","3100155","-1","-12.60","1070","201","","4922770148","1","2025-09-01","PC","","","19:46:41","","","SM para centro custo","-1","310004071","",
"","31_000027764","INSERTO GIMIY 304  IC808","3110","0","3100155","-1","-40.96","1070","201","","4922770148","2","2025-09-01","PC","","","19:46:41","","","SM para centro custo","-1","310004071","",
"","31_000024806","INSERTO DCMT 11T308-HQ PV 720","3110","0","3100148","-3","-83.97","1070","201","","4922916894","2","2025-09-03","PC","","","19:39:47","","","SM para centro custo","-3","310004071","",
"","31_000027015","INSERTO DNMG 150412-KH CA320","3110","0","3100148","-3","-74.73","1070","201","","4922916894","1","2025-09-03","PC","","","19:39:47","","","SM para centro custo","-3","310004071","",
"","31_000018219","PARAFUSO SR 76-1021","3110","0","3100471","-1","-25.90","1070","201","","4922991089","1","2025-09-04","PC","","","19:30:31","","","SM para centro custo","-1","310004071","",
"","31_000027158","INSERTO CNMG 120412-RK MC5005","3110","0","3100122","-4","-72.76","1070","201","","4922916124","1","2025-09-03","PC","","","19:27:07","","","SM para centro custo","-4","310004071","",
"","31_000028271","LOGOTIPO 008011/2019 INM. 32/54/55/73320","3110","0","3100118","-1","-337.27","1070","201","","4922916124","5","2025-09-03","PC","","","19:27:07","","","SM para centro custo","-1","310004071","",
"","31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","3110","0","3100122","-4","-84.80","1070","201","","4922916124","2","2025-09-03","PC","","","19:27:07","","","SM para centro custo","-4","310004071","",
"","31_000008767","INSERTO WNMG 06T308 MP MC6015","3110","0","3100142","-4","-43.16","1070","201","","4922768694","1","2025-09-01","PC","","","19:25:24","","","SM para centro custo","-4","310004071","",
"","31_000009799","INSERTO TNMG 160412-GH UC5115","3110","0","3100121","-1","-13.80","1070","201","","4922768694","2","2025-09-01","PC","","","19:25:24","","","SM para centro custo","-1","310004071","",
"","31_000027591","INSERTO TNMG 160412 RS MP9015","3110","0","3100121","-1","-14.54","1070","201","","4922768694","3","2025-09-01","PC","","","19:25:24","","","SM para centro custo","-1","310004071","",
"","31_000010613","BRUNIDOR SINT ( MS-20 ) 3,5x7,1x29,9x1,5","3110","0","3100137","-8","-443.36","1070","201","","4922768376","2","2025-09-01","PC","","","19:21:25","","","SM para centro custo","-8","310004071","",
"","31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","3110","0","3100438","-35","-508.90","1070","201","","4922989769","1","2025-09-04","PC","","","19:10:20","","","SM para centro custo","-35","310004071","",
"","31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","3110","0","3100438","-2","-39.16","1070","201","","4922989769","2","2025-09-04","PAC","","","19:10:20","","","SM para centro custo","-2","310004071","",
"","31_000000503","LIXA DISCO DIAM.200MM G-320 PAC. C/10UN","3110","0","3100438","-1","-17.66","1070","201","","4922989769","3","2025-09-04","PAC","","","19:10:20","","","SM para centro custo","-1","310004071","",
"","31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","3110","0","3100438","-2","-35.28","1070","201","","4922989769","4","2025-09-04","PAC","","","19:10:20","","","SM para centro custo","-2","310004071","",
"","31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","3110","0","3100438","-1","-20.27","1070","201","","4922989769","5","2025-09-04","PAC","","","19:10:20","","","SM para centro custo","-1","310004071","",
"","31_000028718","BRUNIDOR 3,5x8,65x30 S AB N60202","3110","0","3100162","-8","-619.12","1070","201","","4922839686","1","2025-09-02","PC","","","19:07:58","","","SM para centro custo","-8","310004071","",
"","31_000022676","CALÇO CT16476 WPSTN33 P/MTJNR/L","3110","0","3100173","-2","-60.26","1070","201","","4922767289","1","2025-09-01","PC","","","19:00:50","","","SM para centro custo","-2","310004071","",
"","31_000012246","INSERTO GRIP 5025Y IC908  ISCAR","3110","0","3100133","-8","-433.52","1070","201","","4922838871","1","2025-09-02","PC","","","18:54:47","","","SM para centro custo","-8","310004071","",
"","31_000023009","INSERTO VBMT 160404-UE 6110","3110","0","3100133","-8","-185.68","1070","201","","4922838871","2","2025-09-02","PC","","","18:54:47","","","SM para centro custo","-8","310004071","",
"","31_000023720","INSERTO GY2M0400G040N-MM VP20RT","3110","0","3100131","-10","-364.80","1070","201","","4922988399","2","2025-09-04","PC","","","18:47:13","","","SM para centro custo","-10","310004071","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100131","-5","-86.70","1070","201","","4922988399","1","2025-09-04","PC","","","18:47:13","","","SM para centro custo","-5","310004071","",
"","31_000012247","INSERTO CCMT 060208  UE6110","3110","0","3100129","-8","-79.28","1070","201","","4922837899","2","2025-09-02","PC","","","18:37:37","","","SM para centro custo","-8","310004071","",
"","31_000024937","INSERTO TNMG 130412-MT TT8125","3110","0","3100129","-6","-116.52","1070","201","","4922837899","3","2025-09-02","PC","","","18:37:37","","","SM para centro custo","-6","310004071","",
"","31_000025838","INSERTO HNMG 050408-GU TT7015","3110","0","3100129","-2","-78.90","1070","201","","4922837899","4","2025-09-02","PC","","","18:37:37","","","SM para centro custo","-2","310004071","",
"","31_000026158","INSERTO CCMT 060204 WP PV720","3110","0","3100129","-4","-67.68","1070","201","","4922837899","1","2025-09-02","PC","","","18:37:37","","","SM para centro custo","-4","310004071","",
"","31_000029074","INSERTO TNMG 160412-RK MC5115","3110","0","3100121","-8","-138.88","1070","201","","4922766352","1","2025-09-01","PC","","","18:35:40","","","SM para centro custo","-8","310004071","",
"","31_000000200","LIMA PARALELA DIAMANTADA ELETROLITICA","3110","0","3100133","-2","-30.18","1070","201","","4922837518","2","2025-09-02","PC","","","18:31:34","","","SM para centro custo","-2","310004071","",
"","31_000025814-R","BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR","3110","0","3100148","-1","0","1070","201","","4922984342","1","2025-09-04","PC","","","17:19:37","","","SM para centro custo","-1","310004071","",
"","31_000024782","BROCA MD RI D4,03x20xD4x70L 8568904","3110","0","3100147","-1","-95.46","1070","201","","4922984279","1","2025-09-04","PC","","","17:18:22","","","SM para centro custo","-1","310004071","",
"","31_000006116","PARAFUSO TPS43 M4x0,7xD5,4x10 60°","3110","0","3100128","-3","-54.78","1070","201","","4922984273","8","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-3","310004071","",
"","31_000008769","INSERTO VNMG 12T304-NF IC907","3110","0","3100128","-3","-107.73","1070","201","","4922984273","7","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-3","310004071","",
"","31_000012717","INSERTO TCMT 110204-SM IC908","3110","0","3100128","-4","-82.16","1070","201","","4922984273","5","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-4","310004071","",
"","31_000014727","PORTA FERR.  MTENN 2020 K16","3110","0","3100173","-1","-175.36","1070","201","","4922984273","4","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-1","310004071","",
"","31_000023736","INSERTO WNMG 080408-MA MC6015","3110","0","3100128","-3","-62.58","1070","201","","4922984273","6","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-3","310004071","",
"","31_000026021","MACHO MAQ. M10x1,25 5HX  OIL-MT ES ALTIN","3110","0","3100147","-3","-833.49","1070","201","","4922984273","11","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-3","310004071","",
"","31_000026158","INSERTO CCMT 060204 WP PV720","3110","0","3100127","-2","-33.84","1070","201","","4922984273","2","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-2","310004071","",
"","31_000026698","ALARGADOR MD Ø4x45x100mm ALTIN","3110","0","3100147","-1","-211.60","1070","201","","4922984273","9","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-1","310004071","",
"","31_000028233","BROCA MD Ø 3,8 MVS0380X10S040DP 1020 PVD","3110","0","3100147","-1","-326.12","1070","201","","4922984273","10","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-1","310004071","",
"","31_000028831","INSERTO WXGU040308L-HP-BXA20","3110","0","3100127","-4","-2484.20","1070","201","","4922984273","1","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-4","310004071","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100127","-2","-34.68","1070","201","","4922984273","3","2025-09-04","PC","","","17:16:43","","","SM para centro custo","-2","310004071","",
"","31_000009799","INSERTO TNMG 160412-GH UC5115","3110","0","3100125","-2","-27.60","1070","201","","4922832852","3","2025-09-02","PC","","","16:47:04","","","SM para centro custo","-2","310004071","",
"","31_000028905","INSERTO CCMT09T308N SU AC8025P","3110","0","3100125","-2","-34.68","1070","201","","4922832852","2","2025-09-02","PC","","","16:47:04","","","SM para centro custo","-2","310004071","",
"","31_000027141","PINÇA DE FIXAÇÃO P/ PÇ 2H26412/70410","3110","0","3100127","-1","-369.04","1070","201","","4922762236","1","2025-09-01","PC","","","16:38:45","","","SM para centro custo","-1","310004071","",
"","31_000001458","PARAFUSO 5513.020.05 - SANDVIK","3110","0","3100173","-1","-30.59","1070","201","","4922982668","2","2025-09-04","PC","","","16:37:36","","","SM para centro custo","-1","310004071","",
"","31_000019500","INSERTO AOMT 060204 - 45DT IC508","3110","0","3100173","-1","-44.44","1070","201","","4922982668","1","2025-09-04","PC","","","16:37:36","","","SM para centro custo","-1","310004071","",
"","31_000013245","INSERTO TNMG 160408 SA UE6105","3110","0","3100133","-9","-131.13","1070","201","","4922982611","2","2025-09-04","PC","","","16:35:37","","","SM para centro custo","-9","310004071","",
"","31_000022901","INSERTO TNMG 160412-SA UE6105","3110","0","3100133","-8","-116.24","1070","201","","4922982611","1","2025-09-04","PC","","","16:35:37","","","SM para centro custo","-8","310004071","",
"","31_000028555","INSERTO TNMG 160412 UR YG3020 (YG1)","3110","0","3100173","-5","-139.65","1070","201","","4922762036","2","2025-09-01","PC","","","16:35:00","","","SM para centro custo","-5","310004071","",
"","31_000029074","INSERTO TNMG 160412-RK MC5115","3110","0","3100173","-10","-173.60","1070","201","","4922762036","1","2025-09-01","PC","","","16:35:00","","","SM para centro custo","-10","310004071","",
