Codigo,Descrição,Data,Quantidade,Valor,Setor
31_000019498,INSERTO SOMX 060304-DT IC908,2025-02-08 02:30:54,2.0,85.1,157
31_000021024,INSERTO TNGX 110308S-01020-WZ CBN010,2025-02-08 04:15:53,1.0,567.02,161
31_000000337,"REBOLO 200X31,8X60,3 32A 5. 70PVH",2025-02-08 04:39:40,2.0,898.6,136
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-02-08 04:40:59,6.0,88.56,173
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-02-08 04:40:59,6.0,215.28,173
31_000021024,INSERTO TNGX 110308S-01020-WZ CBN010,2025-02-08 05:05:23,2.0,1134.04,161
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-08 05:15:20,4.0,144.8,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-02-08 05:15:20,11.0,254.76,133
31_000022678,GRAMPO GR002 CCK13 P/ MTJNR/L,2025-02-08 05:38:20,1.0,147.6,173
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-02-08 06:23:54,8.0,280.88,132
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-08 06:32:38,8.0,139.12,152
31_000000185,"MACHO MAQ. M6+0,05 DIN 371",2025-02-08 06:44:38,1.0,106.98,159
31_000019499,INSERTO AOMT 030204 - N - 45DT IC1008,2025-02-08 06:49:11,5.0,163.4,173
31_000027193,INSERTO CCMT 060202 PF IC907,2025-02-08 06:49:11,10.0,228.9,173
31_000026723,INSERTO ICP 106 IC908,2025-02-08 06:49:11,1.0,360.2,173
31_000023736,INSERTO WNMG 080408-MA MC6015,2025-02-08 06:52:44,3.0,62.25,127
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-08 06:52:44,4.0,65.16,127
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-08 07:09:09,3.0,52.17,127
31_000022620,INSERTO NG2M 120RK KC5025,2025-02-08 07:13:02,1.0,85.59,128
31_000012247,INSERTO CCMT 060208  UE6110,2025-02-08 07:21:10,4.0,39.72,129
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-02-08 07:21:10,4.0,60.8,129
31_000024937,INSERTO TNMG 130412-MT TT8125,2025-02-08 07:21:10,2.0,39.2,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-08 07:21:10,1.0,16.29,129
31_000024583-R,"BROCA ESC. MD D4,20x14 (24583-AFIADA)",2025-02-08 07:35:13,1.0,-0.0,126
31_000018867,INSERTO SOMX 070305-DT IC808,2025-02-08 07:46:41,2.0,93.26,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-02-08 07:46:41,1.0,20.4,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-02-08 07:46:41,1.0,134.94,157
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-08 07:46:41,5.0,181.0,157
31_000010492,"SERRA CIRCULAR. 285 x 2,0 x 32 80Z",2025-02-08 08:29:45,1.0,798.72,111
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-02-08 08:32:12,10.0,185.0,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-02-08 08:32:12,10.0,158.6,474
31_000025413,"LOGOTIPO MARC. MIN TH 3,5mm (3H69130)",2025-02-08 08:57:09,1.0,518.52,174
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-08 10:11:16,1.0,15.48,159
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-02-08 10:11:16,5.0,59.85,159
31_000012717,INSERTO TCMT 110204-SM IC908,2025-02-08 10:21:31,2.0,40.8,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-02-08 10:21:31,2.0,33.24,126
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-02-08 10:21:31,2.0,23.92,126
31_000001480,LIXA FITA R.986 GRAO 60 MED.1500X50,2025-02-08 10:38:48,10.0,149.8,172
31_000024541,"BROCA MD 3C Ø5,88X5X6,082X42X6X80L FUT",2025-02-08 11:04:48,1.0,141.05,159
31_000026585,BROCA MN105 - 015RA -N4R8050 (3H69130),2025-02-08 11:20:33,1.0,2097.66,173
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-02-08 11:21:47,1.0,39.64,129
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-08 11:21:47,6.0,64.8,129
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-02-08 11:21:47,2.0,56.16,129
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-08 11:29:08,1.0,15.48,155
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-02-08 11:29:08,1.0,14.46,155
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-02-08 11:29:08,1.0,37.14,155
31_000027764,INSERTO GIMIY 304  IC808,2025-02-08 11:29:08,1.0,40.32,155
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-02-08 11:29:08,6.0,209.76,155
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-02-08 11:32:01,4.0,57.88,133
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-02-08 11:32:01,1.0,37.14,133
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-02-08 11:32:01,3.0,104.64,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-08 11:32:01,2.0,21.6,133
31_000027590,INSERTO VNMG 160408 MS MP9005,2025-02-08 11:34:52,4.0,101.08,173
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-02-08 11:34:52,4.0,59.04,173
31_000000503,LIXA DISCO DIAM.200MM G-320 PAC. C/10UN,2025-02-08 11:44:24,1.0,17.69,438
31_000000505,LIXA DISCO DIAM.200MM G-600 PAC. C/10UN,2025-02-08 11:44:24,1.0,20.35,438
31_000000504,LIXA DISCO DIAM.200MM G-400 PAC. C/10UN,2025-02-08 11:44:24,1.0,17.71,438
31_000001094,LIXA P/FERRO  60,2025-02-08 12:11:39,1.0,2.93,139
31_000001093,LIXA D'AGUA 240,2025-02-08 12:11:39,1.0,1.11,139
31_000028752,"PINÇA FIXAÇÃO P/BARRA REDONDA DIAM 33,34",2025-02-08 12:12:24,1.0,1442.26,157
31_000027271,PARAFUSO H304 1BZ,2025-02-08 12:33:13,3.0,63.75,173
31_000024937,INSERTO TNMG 130412-MT TT8125,2025-02-08 12:33:13,2.0,39.2,129
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-02-08 12:33:13,4.0,112.32,129
31_000025808,INSERTO WNMG 06T304-MS US7020,2025-02-08 12:33:13,1.0,10.47,129
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-02-08 12:33:13,1.0,39.64,129
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-08 12:33:13,3.0,32.4,129
31_000021024,INSERTO TNGX 110308S-01020-WZ CBN010,2025-02-08 12:33:13,2.0,1134.04,161
31_000027456,INSERTO DGN 2202C IC 354,2025-02-08 12:47:55,4.0,183.6,128
31_000027455,INSERTO DGN 3102C IC 354,2025-02-08 12:47:55,1.0,46.16,128
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-02-08 12:47:55,2.0,33.24,128
31_000023736,INSERTO WNMG 080408-MA MC6015,2025-02-08 12:47:55,1.0,20.75,128
31_000021009,PARAFUSO CS350860T / 5513.020.09,2025-02-08 12:48:53,2.0,39.14,172
31_000012717,INSERTO TCMT 110204-SM IC908,2025-02-08 12:53:15,5.0,102.0,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-02-08 12:53:15,2.0,33.24,126
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-02-08 12:53:15,10.0,119.6,126
31_000027141,PINÇA DE FIXAÇÃO P/ PÇ 2H26412/70410,2025-02-08 12:59:32,1.0,409.17,127
31_000028680,INSERTO DCMT11T308-CM T5115,2025-02-08 13:52:59,1.0,24.46,147
31_000028688,INSERTO WDXT094008-G ACK300　,2025-02-08 13:52:59,5.0,122.8,147
31_000028662,INSERTO WNMG080408PQ PV710,2025-02-08 13:52:59,1.0,18.45,147
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-02-08 13:52:59,3.0,62.97,147
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-02-08 13:52:59,2.0,38.76,147
31_000028742,INSERTO DCMT 11T312-PS AH8005,2025-02-08 13:52:59,2.0,49.94,147
31_000028965,INSERTO WNMG060408 N-FB-T-1500A,2025-02-08 13:52:59,1.0,20.48,147
31_000028678,INSERTO CNMG120412GZ AC420K,2025-02-08 13:52:59,2.0,39.12,147
31_000024800,INSERTO CCMT 09T308-CM T515,2025-02-08 13:52:59,3.0,70.53,147
31_000028743,INSERTO TPGW 110304 TH10,2025-02-08 13:56:21,1.0,29.01,147
31_000028897,INSERTO DNMG150412 M6 TP1501,2025-02-08 13:56:21,1.0,51.33,147
31_000028685,INSERTO TPMT110308PS GT9530,2025-02-08 13:56:21,1.0,20.43,147
31_000028687,INSERTO WDXT063006-G-ACK300,2025-02-08 13:56:21,2.0,39.66,147
31_000028101,TECIDO FILTRANTE TK-40x1000X200,2025-02-08 13:57:22,1.0,400.93,181
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-08 13:59:56,6.0,104.34,142
31_000027749,INSERTO SCMT 09T304-F1 CP500,2025-02-08 13:59:56,3.0,106.35,142
31_000028816,INSERTO CCMT 060204 SM IC907,2025-02-08 13:59:56,6.0,125.7,142
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-02-08 14:58:24,6.0,320.76,133
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-02-08 14:58:24,2.0,57.08,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-02-08 14:58:24,6.0,138.96,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-08 14:58:24,6.0,64.8,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-08 14:58:24,3.0,108.6,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-02-08 14:58:24,2.0,29.0,133
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-02-08 14:58:24,2.0,28.94,133
31_000000199,"LIMA REDONDA  B-8""  C/ CABO  STARRETT",2025-02-08 14:59:26,2.0,72.14,118
31_000024583-R,"BROCA ESC. MD D4,20x14 (24583-AFIADA)",2025-02-08 15:00:30,2.0,-0.0,126
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-08 15:16:47,2.0,72.4,136
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-02-08 15:16:47,2.0,23.94,136
31_000009799,INSERTO TNMG 160412-GH UC5115,2025-02-08 15:45:09,3.0,41.37,125
31_000028191,LOGOTIPO 006297/2019 - DIVERSO-FI-244-CT,2025-02-08 16:14:41,1.0,335.2,174
31_000027151,LOGOTIPO MARC. MUSASHI 41 (2YA03310),2025-02-08 16:14:41,1.0,283.71,174
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-02-08 16:20:20,3.0,43.5,133
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-02-08 16:20:20,9.0,130.14,133
31_000026723,INSERTO ICP 106 IC908,2025-02-08 17:04:27,2.0,720.4,173
31_000027193,INSERTO CCMT 060202 PF IC907,2025-02-08 17:04:27,2.0,45.78,173
31_000000315,"DRESSADOR 8X30MM 0,60KLT 5D-7913",2025-02-08 18:11:30,2.0,305.0,471
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-02-08 18:29:48,10.0,358.8,159
31_000028713,INSERTO CCMT 060204E-FF2 TT010,2025-02-08 18:29:48,4.0,87.6,159
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-02-08 19:23:21,2.0,74.28,158
31_000022341,INSERTO SCMT 09T308-MM MC7025,2025-02-08 19:23:21,2.0,25.08,158
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-02-08 20:13:49,4.0,83.96,147
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-02-08 20:13:49,3.0,58.14,147
31_000028688,INSERTO WDXT094008-G ACK300　,2025-02-08 20:13:49,2.0,49.12,147
31_000006146,FRESA FTR MD3C Ø6x20xD6x60L XTR 21260600,2025-02-08 20:31:14,1.0,101.1,474
31_000009799,INSERTO TNMG 160412-GH UC5115,2025-02-08 20:40:03,5.0,68.95,125
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-08 20:40:03,5.0,81.45,125
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-02-08 20:44:05,2.0,74.28,126
31_000028234,INSERTO SNMG 120408-SA UE6105,2025-02-08 20:44:05,2.0,34.86,126
31_000024231,INSERTO TCMT 110204-FV AP25N,2025-02-08 20:44:05,2.0,23.98,126
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-08 20:44:05,2.0,30.96,126
31_000024583-R,"BROCA ESC. MD D4,20x14 (24583-AFIADA)",2025-02-08 20:44:41,2.0,-0.0,126
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-08 20:47:50,2.0,32.58,127
31_000023736,INSERTO WNMG 080408-MA MC6015,2025-02-08 20:47:50,2.0,41.5,127
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-08 20:47:50,7.0,121.73,127
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-08 22:27:37,5.0,54.0,135
31_000000185,"MACHO MAQ. M6+0,05 DIN 371",2025-02-08 22:27:37,2.0,213.96,135
31_000018227,LIXA FITA R.986 GRAO 60 MED.1900x50,2025-02-08 22:27:37,10.0,210.6,135
31_000028641,INSERTO TNMG 160412N EG AC6030M,2025-02-08 22:58:56,8.0,131.2,173
31_000008856,"PEDRA 203,2x50,8x25,4 LI-C180/320-N6V45",2025-02-09 02:27:49,2.0,40.38,131
31_000027455,INSERTO DGN 3102C IC 354,2025-02-10 04:12:51,2.0,92.32,128
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-10 04:12:51,1.0,15.48,128
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-10 04:12:51,2.0,34.78,128
31_000027456,INSERTO DGN 2202C IC 354,2025-02-10 04:12:51,1.0,45.9,128
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-02-10 04:34:20,9.0,1214.46,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-02-10 04:34:20,5.0,233.15,157
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-02-10 04:34:20,5.0,221.05,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-02-10 04:34:20,1.0,20.4,157
31_000019498,INSERTO SOMX 060304-DT IC908,2025-02-10 04:34:20,4.0,170.2,157
31_000018365,INSERTO TNGX 110308S-01525-WZ CBN060,2025-02-10 04:49:49,1.0,613.98,161
31_000028718,"BRUNIDOR 3,5x8,65x30 S AB N60202",2025-02-10 05:04:54,8.0,622.32,162
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-02-10 05:29:22,8.0,427.68,133
31_000028277,LOGOTIPO MUSASHI 2H24/32/54/73320,2025-02-10 05:36:04,1.0,331.31,118
31_000012419,LIMA ROTATIVA  SKM 0613 3S Z3P,2025-02-10 05:39:34,1.0,94.48,129
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-02-10 05:39:34,3.0,84.24,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-10 05:39:34,3.0,48.87,129
31_000015973,"REBOLO RT-19X19X8,0  5GT80K6VRI",2025-02-10 05:51:02,10.0,246.5,161
31_000024583-R,"BROCA ESC. MD D4,20x14 (24583-AFIADA)",2025-02-10 05:53:21,1.0,-0.0,126
31_000028820,LOGOTIPO DIVERSO-FI-263-CT,2025-02-10 06:13:30,1.0,339.12,118
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-02-10 06:47:34,5.0,92.5,475
31_000005963,INSERTO TPGX 090208-HTI05T (MITSUBISHI),2025-02-10 06:47:34,2.0,38.02,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-02-10 06:47:34,5.0,79.3,474
31_000028326,MICRO RETÍFICA 9GQEDA 56.000RPM 90PSI,2025-02-10 06:51:34,1.0,215.35,148
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-10 06:59:31,4.0,61.92,131
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-10 06:59:31,5.0,86.95,131
31_000028142,INSERTO CCMT 09T304-LS MP 9015,2025-02-10 06:59:31,6.0,72.54,131
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-10 06:59:31,2.0,72.4,131
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-10 06:59:31,3.0,48.87,131
31_000008872,PORTA FERR.A16M PWLNR-06,2025-02-10 07:03:51,1.0,223.83,158
31_000012419,LIMA ROTATIVA  SKM 0613 3S Z3P,2025-02-10 07:08:18,1.0,94.48,148
31_000015973,"REBOLO RT-19X19X8,0  5GT80K6VRI",2025-02-10 07:08:34,10.0,246.5,161
31_000008872,PORTA FERR.A16M PWLNR-06,2025-02-10 07:35:34,-1.0,-223.83,158
31_000018867,INSERTO SOMX 070305-DT IC808,2025-02-10 07:38:18,4.0,186.52,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-02-10 07:38:18,3.0,61.2,157
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-10 07:38:18,7.0,253.4,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-02-10 07:38:18,2.0,269.88,157
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-10 07:46:10,1.0,16.29,131
31_000028142,INSERTO CCMT 09T304-LS MP 9015,2025-02-10 07:46:10,3.0,36.27,131
31_000013248,INSERTO TPMH 080204 MV UE6020,2025-02-10 07:46:10,1.0,10.59,131
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-10 07:46:10,3.0,108.6,131
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-10 07:46:10,2.0,30.96,131
31_000005662,INSERTO GRIP 3003Y IC354 ISCAR,2025-02-10 07:46:10,4.0,249.44,131
31_000025814-R,"BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR",2025-02-10 07:48:47,1.0,-0.0,148
31_000008871,PORTA FERRAMENTA A16M PWLNL-06,2025-02-10 07:51:07,1.0,223.88,158
31_000028158,CALÇO MD DW0198Z (P/SUPORTE MTLNR/L),2025-02-10 08:29:51,3.0,75.24,471
31_000022676,CALÇO CT16476 WPSTN33 P/MTJNR/L,2025-02-10 08:41:49,2.0,61.4,131
31_000027585,FRESA D3XR0.5-L15 VFHVRBD0300R05N015,2025-02-10 08:47:56,1.0,236.54,474
31_000020419,FRESA VF-2XLB R050N060S06 (MITSUBISHI ),2025-02-10 08:47:56,1.0,134.66,474
31_000028647,"BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75",2025-02-10 10:31:49,8.0,513.2,132
31_000005476,BRUNIDOR SINT. BORAZON MSØ12,2025-02-10 10:31:49,8.0,335.52,132
31_000010492,"SERRA CIRCULAR. 285 x 2,0 x 32 80Z",2025-02-10 10:42:30,1.0,798.72,111
31_000023736,INSERTO WNMG 080408-MA MC6015,2025-02-10 10:55:49,7.0,145.25,136
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-02-10 10:55:49,9.0,130.14,136
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-10 10:55:49,3.0,32.4,136
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-02-10 10:59:09,4.0,48.2,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-02-10 10:59:09,8.0,116.0,133
31_000028680,INSERTO DCMT11T308-CM T5115,2025-02-10 11:02:47,1.0,24.46,147
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-02-10 11:02:47,1.0,19.38,147
31_000028678,INSERTO CNMG120412GZ AC420K,2025-02-10 11:02:47,3.0,58.68,147
31_000024800,INSERTO CCMT 09T308-CM T515,2025-02-10 11:02:47,3.0,70.53,147
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-02-10 11:02:47,2.0,41.98,147
31_000028688,INSERTO WDXT094008-G ACK300　,2025-02-10 11:02:47,1.0,24.56,147
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-02-10 11:03:13,1.0,35.88,158
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-02-10 12:04:39,7.0,103.32,173
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-02-10 12:04:39,6.0,168.48,173
31_000002605,PORTA FERR. S32U SVUBL-16 82005435,2025-02-10 12:30:41,1.0,948.34,158
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-02-10 12:54:52,10.0,145.0,133
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-02-10 12:54:52,8.0,115.68,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-10 12:54:52,2.0,21.6,133
31_000028718,"BRUNIDOR 3,5x8,65x30 S AB N60202",2025-02-10 12:59:19,8.0,622.32,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-02-10 13:19:22,2.0,93.26,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-02-10 13:19:22,2.0,40.8,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-02-10 13:19:22,2.0,269.88,157
31_000020766,PORTA FERR.TGDR 2525-3M,2025-02-10 13:19:22,2.0,1187.34,157
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-10 13:28:05,5.0,181.0,133
31_000000186,MACHO MAQ. M6 6H 250/1 DIN 371,2025-02-10 13:50:28,1.0,60.18,471
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-10 14:09:58,2.0,30.96,131
31_000013248,INSERTO TPMH 080204 MV UE6020,2025-02-10 14:09:58,5.0,52.95,131
31_000005662,INSERTO GRIP 3003Y IC354 ISCAR,2025-02-10 14:09:58,4.0,249.44,131
31_000028142,INSERTO CCMT 09T304-LS MP 9015,2025-02-10 14:09:58,3.0,36.27,131
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-10 14:26:04,6.0,92.88,131
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-10 14:26:04,10.0,173.9,131
31_000028713,INSERTO CCMT 060204E-FF2 TT010,2025-02-10 14:26:04,10.0,219.0,131
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-02-10 14:32:01,2.0,23.94,156
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-02-10 14:32:01,2.0,72.4,156
31_000019913,INSERTO TNGA 160408 AB 2010,2025-02-10 14:48:15,6.0,246.06,161
31_000018219,PARAFUSO SR 76-1021,2025-02-10 15:45:31,1.0,26.18,155
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-02-10 15:45:31,7.0,244.72,155
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-02-10 15:45:31,3.0,43.38,155
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-10 15:45:31,1.0,15.48,155
31_000027764,INSERTO GIMIY 304  IC808,2025-02-10 15:45:31,2.0,80.64,155
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-02-10 15:45:31,1.0,37.14,155
31_000010508,"BRUNIDOR SINT.3,5x8,65x29,9x2 MAB G 053",2025-02-10 17:09:29,8.0,644.8,137
31_000001958,INSERTO TNGA 160404 HTI-05T (MITSUBISHI),2025-02-10 18:13:07,10.0,187.9,474
31_000025893,DRESSADOR CONGLOM. RED12x8 HASTEØ11 1820,2025-02-10 18:15:35,2.0,598.52,173
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-02-10 18:32:25,1.0,11.97,159
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-02-10 18:32:25,3.0,46.44,159
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-02-10 18:45:28,4.0,140.44,132
31_000010732,"FRESA WOOD. 13,5x2,5xR0,2",2025-02-10 18:48:36,1.0,425.35,121
31_000022676,CALÇO CT16476 WPSTN33 P/MTJNR/L,2025-02-10 18:56:31,1.0,30.7,172
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-10 19:10:11,7.0,121.73,152
31_000025808,INSERTO WNMG 06T304-MS US7020,2025-02-10 19:39:38,1.0,10.47,129
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-02-10 19:39:38,2.0,56.16,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-02-10 19:39:38,2.0,32.58,129
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-02-10 19:42:20,9.0,107.73,141
31_000019137,"ESCOVA AÇO CIRC. FIO 0,25 4x3x4 DIR 5/8'",2025-02-10 19:45:51,3.0,151.8,111
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-02-10 20:11:19,3.0,35.88,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-02-10 20:11:19,2.0,33.24,126
31_000012717,INSERTO TCMT 110204-SM IC908,2025-02-10 20:11:19,2.0,40.8,126
31_000025811,INSERTO CNGA 120408 T7 WZ AB2010,2025-02-10 20:16:28,2.0,98.64,161
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-02-10 20:20:45,8.0,96.4,172
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-02-10 20:20:45,1.0,35.88,172
31_000022676,CALÇO CT16476 WPSTN33 P/MTJNR/L,2025-02-11 01:02:03,2.0,61.4,173
31_000000185,"MACHO MAQ. M6+0,05 DIN 371",2025-02-11 01:23:36,1.0,106.98,471
31_000028894,BROCHA 6 BS 40/8,2025-02-11 01:38:56,1.0,5009.4,135
31_000018025,BROCHA 6 BS 50/5 C/ REVESTIM. BALINIT A,2025-02-11 01:38:56,1.0,5085.55,135
31_000007224,BROCHA 40 BC50/6 C/ REVESTIM. BALINIT A,2025-02-11 01:38:56,1.0,8773.52,126
31_000028522,GAIOLA DE ROLETES  2H86660,2025-02-11 04:24:37,2.0,5702.5,161
31_000028521,GAIOLA DE ROLETES  2H86410,2025-02-11 04:24:37,1.0,1877.15,161
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-02-11 04:26:23,9.0,130.5,133
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-02-11 04:26:23,5.0,72.3,133
31_000017961,"FRESA T. MD. 4C. Ø12x10xD11,48 -88422079",2025-02-11 04:46:12,1.0,204.32,474
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-02-11 04:51:27,2.0,71.76,142
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-02-11 04:59:43,2.0,30.4,127
31_000028831,INSERTO WXGU040308L-HP-BXA20,2025-02-11 04:59:43,2.0,1239.72,127
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-02-11 05:00:55,1.0,34.88,133
31_000028636,INSERTO SOMX094506-UM VP15TF,2025-02-11 05:00:55,2.0,58.68,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-11 05:00:55,1.0,10.8,133
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-02-11 05:00:55,1.0,37.14,133
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-02-11 05:00:55,3.0,43.41,133
31_000001098,LIXA D'AGUA 400,2025-02-11 05:03:37,2.0,3.4,147
31_000028636,INSERTO SOMX094506-UM VP15TF,2025-02-11 05:09:08,2.0,58.68,133
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-02-11 05:09:08,1.0,37.14,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-02-11 05:09:08,1.0,10.8,133
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-02-11 05:09:08,1.0,34.88,133
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-02-11 05:23:05,2.0,34.78,128
31_000023736,INSERTO WNMG 080408-MA MC6015,2025-02-11 05:23:05,1.0,20.75,128
