Codigo,Descrição,Data,Quantidade,Valor,Setor
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-05-11 02:20:24,1.0,12.6,155
31_000003045,INSERTO TNMG 160404-SA UE 6105,2025-05-11 02:20:24,1.0,15.52,155
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-05-11 02:20:24,9.0,315.81,155
31_000028163,INSERTO VNMG 160408 MP MC6025,2025-05-11 02:23:20,5.0,115.9,172
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-05-11 02:23:20,1.0,39.45,172
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-11 02:23:20,4.0,145.04,172
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-05-11 02:23:20,8.0,100.8,172
31_000028641,INSERTO TNMG 160412N EG AC6030M,2025-05-11 02:35:24,10.0,164.0,173
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-11 02:35:24,6.0,217.56,173
31_000018867,INSERTO SOMX 070305-DT IC808,2025-05-11 02:37:42,4.0,188.12,157
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-05-11 02:37:42,4.0,177.88,157
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-05-11 02:37:42,3.0,45.39,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-05-11 02:37:42,2.0,273.98,157
31_000028680,INSERTO DCMT11T308-CM T5115,2025-05-11 02:41:11,1.0,24.64,147
31_000028897,INSERTO DNMG150412 M6 TP1501,2025-05-11 02:41:11,3.0,172.23,147
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-05-11 02:41:11,2.0,42.4,147
31_000028742,INSERTO DCMT 11T312-PS AH8005,2025-05-11 02:41:11,2.0,50.1,147
31_000028965,INSERTO WNMG060408 N-FB-T-1500A,2025-05-11 02:41:11,3.0,73.98,147
31_000028740,INSERTO DCMT 070208-FV VP15TF,2025-05-11 02:41:11,2.0,27.32,147
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-05-11 02:58:11,3.0,32.37,135
31_000000185,"MACHO MAQ. M6+0,05 DIN 371",2025-05-11 02:58:11,2.0,261.44,135
31_000028687,INSERTO WDXT063006-G-ACK300,2025-05-11 03:12:56,4.0,79.36,147
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-05-11 03:44:39,1.0,54.19,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-05-11 03:44:39,2.0,46.42,133
31_000007118,SHAVING 15 CS 14/1,2025-05-11 06:29:37,1.0,9716.04,461
31_000007118,SHAVING 15 CS 14/1,2025-05-11 11:53:46,-1.0,-9716.04,461
31_000028641,INSERTO TNMG 160412N EG AC6030M,2025-05-12 05:11:13,10.0,164.0,173
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-12 05:11:13,3.0,108.78,173
31_000028647,"BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75",2025-05-12 05:24:08,8.0,946.0,132
31_000026158,INSERTO CCMT 060204 WP PV720,2025-05-12 05:44:05,5.0,84.6,149
31_000028713,INSERTO CCMT 060204E-FF2 TT010,2025-05-12 05:44:05,5.0,108.15,149
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-05-12 06:07:26,1.0,35.91,133
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-05-12 06:07:26,1.0,34.89,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-05-12 06:07:26,2.0,21.58,133
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-05-12 06:07:26,5.0,72.95,133
31_000018206,LOGOTIPO MARC. MÊS E ANO 2025 FI-251-CT,2025-05-12 06:10:44,1.0,52.07,174
31_000028271,LOGOTIPO 008011/2019 INM. 32/54/55/73320,2025-05-12 06:10:44,1.0,337.27,174
31_000028965,INSERTO WNMG060408 N-FB-T-1500A,2025-05-12 06:16:55,3.0,73.98,147
31_000026158,INSERTO CCMT 060204 WP PV720,2025-05-12 06:17:09,5.0,84.6,125
31_000019499,INSERTO AOMT 030204 - N - 45DT IC1008,2025-05-12 06:39:11,4.0,131.52,172
31_000027193,INSERTO CCMT 060202 PF IC907,2025-05-12 06:39:11,4.0,92.0,172
31_000019500,INSERTO AOMT 060204 - 45DT IC508,2025-05-12 06:39:11,4.0,177.76,172
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-05-12 06:52:50,8.0,278.64,132
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-05-12 07:17:46,3.0,35.94,126
31_000012717,INSERTO TCMT 110204-SM IC908,2025-05-12 07:17:46,2.0,41.08,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-05-12 07:17:46,2.0,33.18,126
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-05-12 07:30:07,1.0,15.52,128
31_000027456,INSERTO DGN 2202C IC 354,2025-05-12 07:30:07,3.0,139.17,128
31_000027455,INSERTO DGN 3102C IC 354,2025-05-12 07:30:07,3.0,138.42,128
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-05-12 07:30:07,1.0,14.53,128
31_000006146,FRESA FTR MD3C Ø6x20xD6x60L XTR 21260600,2025-05-12 08:00:23,1.0,99.25,471
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-05-12 08:15:01,2.0,29.06,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-05-12 08:15:01,2.0,46.42,133
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-05-12 08:15:01,4.0,216.76,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-05-12 08:15:01,3.0,110.16,133
31_000025814-R,"BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR",2025-05-12 08:37:06,2.0,-0.0,148
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-05-12 08:51:56,4.0,60.52,142
31_000006116,"PARAFUSO TPS43 M4x0,7xD5,4x10 60°",2025-05-12 08:51:56,4.0,73.04,142
31_000000262,"BROCA PARA. AR 6,0 DIN338 TWILL / DORMER",2025-05-12 09:50:58,1.0,5.57,471
31_000026585,BROCA MN105 - 015RA -N4R8050 (3H69130),2025-05-12 11:54:01,2.0,3798.08,173
31_000028680,INSERTO DCMT11T308-CM T5115,2025-05-12 11:58:10,1.0,24.64,147
31_000028688,INSERTO WDXT094008-G ACK300　,2025-05-12 11:58:10,4.0,98.4,147
31_000028678,INSERTO CNMG120412GZ AC420K,2025-05-12 11:58:10,2.0,39.1,147
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-05-12 11:58:10,8.0,169.6,147
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-05-12 11:58:10,4.0,78.44,147
31_000024800,INSERTO CCMT 09T308-CM T515,2025-05-12 11:58:10,3.0,69.57,147
31_000012230,CALÇO P/PORTA FERR. IW SN 433,2025-05-12 12:28:44,1.0,60.02,158
31_000025808,INSERTO WNMG 06T304-MS US7020,2025-05-12 12:29:28,10.0,105.1,129
31_000024583,"BROCA CALIB MD D4,1xD4,20x62 88424001-T5",2025-05-12 13:17:59,2.0,253.22,126
31_000021024,INSERTO TNGX 110308S-01020-WZ CBN010,2025-05-12 13:23:24,2.0,1271.4,161
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-05-12 13:25:48,4.0,139.32,132
31_000000312,"SERRA FITA 1""x4-6x3,50M M-42",2025-05-12 13:27:00,1.0,209.12,111
31_000015184,PORTA FERR.SVJNR 2020K-12F,2025-05-12 13:30:23,-1.0,-527.63,126
31_000008771,PORTA FERR.SVJNL 2020K-12F,2025-05-12 13:30:23,-1.0,-524.93,126
31_000022880,"BROCA CENTRO HSS FORM A 60 A201  2,0x6,0",2025-05-12 13:36:32,1.0,33.87,125
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-05-12 13:39:53,10.0,145.4,173
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-12 13:39:53,6.0,217.56,173
31_000008771,PORTA FERR.SVJNL 2020K-12F,2025-05-12 13:42:10,1.0,524.93,126
31_000006113,PORTA FERR.PCHR 25-24,2025-05-12 13:42:10,2.0,2351.02,126
31_000008771,PORTA FERR.SVJNL 2020K-12F,2025-05-12 13:42:59,-1.0,-524.93,126
31_000006113,PORTA FERR.PCHR 25-24,2025-05-12 13:42:59,-2.0,-2351.02,126
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-05-12 14:05:05,2.0,71.82,133
31_000008855,CHAVE TORX T9/5 p/SVJNL-12,2025-05-12 14:05:05,2.0,30.8,133
31_000008851,PARAFUSO SR 14-551 P/CALÇO SVJNL-11,2025-05-12 14:05:05,5.0,109.85,133
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-05-12 14:09:37,2.0,70.18,126
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-05-12 14:09:37,2.0,31.04,126
31_000024231,INSERTO TCMT 110204-FV AP25N,2025-05-12 14:09:37,3.0,35.97,126
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-05-12 14:09:37,7.0,251.37,126
31_000015184,PORTA FERR.SVJNR 2020K-12F,2025-05-12 14:09:37,1.0,527.63,126
31_000008771,PORTA FERR.SVJNL 2020K-12F,2025-05-12 14:09:37,1.0,524.93,126
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-05-12 14:29:56,1.0,14.57,155
31_000027764,INSERTO GIMIY 304  IC808,2025-05-12 14:29:56,2.0,81.92,155
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-05-12 14:29:56,10.0,350.9,155
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-05-12 14:29:56,1.0,14.53,155
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-05-12 14:29:56,1.0,35.91,155
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-05-12 14:37:58,4.0,58.12,133
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-05-12 14:55:05,5.0,92.35,474
31_000006146,FRESA FTR MD3C Ø6x20xD6x60L XTR 21260600,2025-05-12 15:20:25,1.0,99.25,471
31_000000319,"REBOLO 500X50,8X203,2 AA60N6V15 T20",2025-05-12 15:26:31,1.0,1245.4,471
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-12 15:40:12,6.0,217.56,158
31_000026723,INSERTO ICP 106 IC908,2025-05-12 15:48:53,4.0,1454.4,173
31_000027193,INSERTO CCMT 060202 PF IC907,2025-05-12 15:48:53,8.0,184.0,173
31_000028816,INSERTO CCMT 060204 SM IC907,2025-05-12 16:13:56,6.0,122.76,152
31_000006116,"PARAFUSO TPS43 M4x0,7xD5,4x10 60°",2025-05-12 16:13:56,4.0,73.04,152
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-05-12 16:13:56,6.0,104.04,152
31_000028718,"BRUNIDOR 3,5x8,65x30 S AB N60202",2025-05-12 16:24:49,8.0,619.12,157
31_000010492,"SERRA CIRCULAR. 285 x 2,0 x 32 80Z",2025-05-12 19:06:33,1.0,786.01,111
31_000027764,INSERTO GIMIY 304  IC808,2025-05-12 19:15:41,6.0,245.76,148
31_000025636,INSERTO SOMX 084005-UM MC5020,2025-05-12 19:15:41,8.0,126.24,148
31_000025638,INSERTO WNMG 080416 - RK MC5015,2025-05-12 19:15:41,5.0,104.2,148
31_000025842,INSERTO SNMG 120408-MA UC 5115,2025-05-12 19:15:41,5.0,91.9,148
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-05-12 19:15:41,6.0,127.2,148
31_000020766,PORTA FERR.TGDR 2525-3M,2025-05-12 19:17:44,1.0,637.27,157
31_000020715,"BRUNIDOR 3,5x8,65x29,9x2 MS025 AMAROK",2025-05-12 19:18:50,4.0,280.64,162
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-05-12 19:23:02,9.0,166.23,474
31_000001976,INSERTO VCMW 160404 HTI10,2025-05-12 19:23:02,3.0,48.42,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-05-12 19:23:02,7.0,113.54,474
31_000028622,FRESA SSBL200 R0.5*6,2025-05-12 19:28:13,1.0,998.93,474
31_000017962,FRESA T. MD. 4C. Ø10x10x52X95 88422080,2025-05-12 19:28:13,1.0,164.76,474
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-05-12 19:43:46,4.0,84.8,147
31_000028742,INSERTO DCMT 11T312-PS AH8005,2025-05-12 20:07:07,9.0,225.45,147
31_000010732,"FRESA WOOD. 13,5x2,5xR0,2",2025-05-12 21:20:17,1.0,452.83,121
31_000006147,FRESA FTR MD4C Ø8x25xD8x80L FUT 88422074,2025-05-12 21:27:46,1.0,164.8,471
31_000006147,FRESA FTR MD4C Ø8x25xD8x80L FUT 88422074,2025-05-12 21:28:24,-1.0,-164.8,471
31_000008850,CHAVE TORX T10/5 P/INSERTO LNMX-11,2025-05-12 22:14:01,1.0,16.73,133
31_000008855,CHAVE TORX T9/5 p/SVJNL-12,2025-05-12 22:14:01,1.0,15.4,133
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-05-13 00:04:20,9.0,328.32,131
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-05-13 00:04:20,1.0,15.52,131
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-05-13 00:04:20,7.0,121.38,131
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-05-13 02:31:28,4.0,50.4,136
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-05-13 02:31:28,3.0,52.02,136
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-05-13 02:31:28,2.0,29.14,136
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-05-13 02:45:48,10.0,145.4,172
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-05-13 02:45:48,6.0,167.58,172
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-05-13 03:12:06,3.0,133.41,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-05-13 03:12:06,4.0,547.96,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-05-13 03:12:06,2.0,41.08,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-05-13 03:12:06,2.0,94.06,157
31_000028142,INSERTO CCMT 09T304-LS MP 9015,2025-05-13 03:15:41,6.0,72.48,131
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-05-13 03:15:41,6.0,104.04,131
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-05-13 05:44:28,2.0,29.08,173
31_000025950,INSERTO CCMT 09T308 MK MC5015,2025-05-13 05:44:28,2.0,24.18,173
31_000001096,LIXA D'AGUA 220,2025-05-13 05:58:22,6.0,13.44,161
31_000028718,"BRUNIDOR 3,5x8,65x30 S AB N60202",2025-05-13 06:36:50,8.0,619.12,162
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-05-13 06:36:50,8.0,278.64,132
31_000001480,LIXA FITA R.986 GRAO 60 MED.1500X50,2025-05-13 06:39:08,10.0,250.9,172
31_000009898,CHAVE TORX T20,2025-05-13 07:11:21,2.0,62.04,122
31_000028642,BROCHA 40 BC 50/13,2025-05-13 07:57:49,1.0,9506.73,461
31_000028742,INSERTO DCMT 11T312-PS AH8005,2025-05-13 08:13:28,7.0,175.35,147
31_000028897,INSERTO DNMG150412 M6 TP1501,2025-05-13 08:13:28,5.0,287.05,147
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-05-13 08:29:18,3.0,35.94,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-05-13 08:29:18,2.0,33.18,126
31_000012717,INSERTO TCMT 110204-SM IC908,2025-05-13 08:29:18,2.0,41.08,126
31_000001098,LIXA D'AGUA 400,2025-05-13 08:34:48,10.0,16.8,435
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-05-13 08:51:35,1.0,10.79,142
31_000019242,INSERTO VCMT 110304-SM IC907 - ISCAR,2025-05-13 08:51:35,1.0,72.63,142
31_000027764,INSERTO GIMIY 304  IC808,2025-05-13 08:51:35,2.0,81.92,142
31_000013253,INSERTO WNMG 080412 MH UE6105,2025-05-13 08:51:35,3.0,62.61,142
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-05-13 08:51:35,3.0,105.27,142
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-05-13 08:51:35,2.0,34.68,142
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-13 08:51:35,4.0,145.04,142
31_000000337,"REBOLO 200X31,8X60,3 32A 5. 70PVH",2025-05-13 09:33:54,3.0,1347.9,136
31_000021908,"DISCO CORTE 115x1,0x22 AI ABF-4 P/ INOX",2025-05-13 10:05:46,40.0,121.6,450
31_000024806,INSERTO DCMT 11T308-HQ PV 720,2025-05-13 11:43:25,3.0,83.97,148
31_000027015,INSERTO DNMG 150412-KH CA320,2025-05-13 11:43:25,3.0,74.73,148
31_000006116,"PARAFUSO TPS43 M4x0,7xD5,4x10 60°",2025-05-13 12:01:30,3.0,54.78,172
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-05-13 12:09:41,2.0,273.98,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-05-13 12:09:41,5.0,102.7,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-05-13 12:09:41,7.0,329.21,157
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-05-13 12:09:41,7.0,257.04,157
31_000023956,"PORTA FERR. AL15 2020 W4 CANAL LARG. 4,0",2025-05-13 12:15:04,1.0,338.92,131
31_000028642,BROCHA 40 BC 50/13,2025-05-13 12:20:55,-1.0,-9506.73,461
31_000028688,INSERTO WDXT094008-G ACK300　,2025-05-13 12:21:52,4.0,98.4,147
31_000028680,INSERTO DCMT11T308-CM T5115,2025-05-13 12:21:52,1.0,24.64,147
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-05-13 12:21:52,2.0,39.22,147
31_000028678,INSERTO CNMG120412GZ AC420K,2025-05-13 12:21:52,2.0,39.1,147
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-05-13 12:21:52,2.0,30.26,147
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-05-13 12:21:52,6.0,127.2,147
31_000021009,PARAFUSO CS350860T / 5513.020.09,2025-05-13 12:21:52,2.0,39.14,147
31_000024800,INSERTO CCMT 09T308-CM T515,2025-05-13 12:21:52,3.0,69.57,147
31_000027652,INSERTO ICP 104 IC908,2025-05-13 12:24:51,2.0,433.5,172
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-13 12:24:51,2.0,72.52,172
31_000024937,INSERTO TNMG 130412-MT TT8125,2025-05-13 12:25:02,8.0,155.36,129
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-05-13 12:25:02,2.0,78.9,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-05-13 12:25:02,2.0,33.84,129
31_000012247,INSERTO CCMT 060208  UE6110,2025-05-13 12:25:02,7.0,69.37,129
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-05-13 12:32:33,2.0,23.92,156
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-05-13 12:32:33,2.0,73.44,156
31_000028281,LOGOTIPO 008013/2019 INMETRO 2H37/73310,2025-05-13 13:23:50,1.0,334.22,174
31_000012717,INSERTO TCMT 110204-SM IC908,2025-05-13 13:35:17,4.0,82.16,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-05-13 13:35:17,3.0,49.77,126
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-05-13 13:35:17,5.0,59.9,126
31_000028554,INSERTO CCGW 060208 NU BN2000,2025-05-13 13:54:18,1.0,105.09,161
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-05-13 14:07:51,4.0,43.16,133
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-05-13 14:07:51,3.0,162.57,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-05-13 14:07:51,8.0,116.24,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-05-13 14:07:51,8.0,185.68,133
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-05-13 14:07:51,1.0,28.71,133
31_000027456,INSERTO DGN 2202C IC 354,2025-05-13 14:13:56,1.0,46.39,128
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-05-13 14:13:56,1.0,15.52,128
31_000010093,"BROCA ESC. HSS 2C ø3,15X9X6X90L FUT",2025-05-13 14:13:56,1.0,196.82,128
31_000027455,INSERTO DGN 3102C IC 354,2025-05-13 14:13:56,1.0,46.14,128
31_000004381,INSERTO VCMW 160408 HTI10,2025-05-13 14:14:21,5.0,81.1,475
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-05-13 14:14:21,10.0,184.7,475
31_000010508,"BRUNIDOR SINT.3,5x8,65x29,9x2 MAB G 053",2025-05-13 14:17:49,8.0,684.72,137
31_000010492,"SERRA CIRCULAR. 285 x 2,0 x 32 80Z",2025-05-13 14:37:49,1.0,786.01,111
31_000024231,INSERTO TCMT 110204-FV AP25N,2025-05-13 14:42:40,5.0,59.95,126
31_000024583,"BROCA CALIB MD D4,1xD4,20x62 88424001-T5",2025-05-13 14:42:40,2.0,253.22,126
31_000009799,INSERTO TNMG 160412-GH UC5115,2025-05-13 14:42:40,8.0,110.4,125
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-05-13 14:58:00,3.0,55.41,474
31_000001976,INSERTO VCMW 160404 HTI10,2025-05-13 14:58:00,3.0,48.42,474
31_000000186,MACHO MAQ. M6 6H 250/1 DIN 371,2025-05-13 14:58:00,1.0,60.18,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-05-13 14:58:00,10.0,162.2,474
31_000001958,INSERTO TNGA 160404 HTI-05T (MITSUBISHI),2025-05-13 14:58:00,3.0,56.37,474
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-05-13 15:05:38,8.0,278.64,132
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-05-13 17:05:47,6.0,209.34,133
31_000001093,LIXA D'AGUA 240,2025-05-13 17:15:10,2.0,2.22,125
31_000026021,"MACHO MAQ. M10x1,25 5HX  OIL-MT ES ALTIN",2025-05-13 19:55:36,2.0,555.66,148
31_000014802-R,FRESA FTR MD 2C 7226-6 Ø5 (14802-AFIADA),2025-05-13 19:56:31,2.0,-0.0,148
31_000025814-R,"BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR",2025-05-13 19:56:31,2.0,-0.0,148
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-05-13 19:57:49,4.0,145.04,136
31_000028713,INSERTO CCMT 060204E-FF2 TT010,2025-05-13 19:57:49,10.0,216.3,136
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-05-13 20:14:42,6.0,64.74,129
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-05-13 20:14:42,2.0,55.86,129
31_000025460,"BROCA MD Ø 12,5X45XD12X90L FUT TOP",2025-05-13 20:14:42,1.0,217.69,129
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-05-13 20:14:42,5.0,197.25,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-05-13 20:14:42,2.0,33.84,129
31_000025808,INSERTO WNMG 06T304-MS US7020,2025-05-13 20:14:42,5.0,52.55,129
31_000025460,"BROCA MD Ø 12,5X45XD12X90L FUT TOP",2025-05-13 20:14:42,1.0,217.69,129
31_000000315,"DRESSADOR 8X30MM 0,60KLT 5D-7913",2025-05-13 20:15:22,2.0,305.02,471
31_000022374,FRESA VF2XLBR 0100N120S06,2025-05-13 20:26:58,2.0,298.3,474
31_000020415,FRESA VF-HVRB R10N0400012(MITSUBISHI),2025-05-13 20:26:58,1.0,233.08,474
31_000013248,INSERTO TPMH 080204 MV UE6020,2025-05-13 21:10:05,4.0,41.48,133
31_000004103,INSERTO WCMT 020104-AP25N,2025-05-13 21:10:05,2.0,63.02,133
31_000028639,INSERTO GY2M0300F080N-MM VP20RT,2025-05-13 21:19:36,4.0,158.6,133
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-05-13 21:19:36,6.0,93.12,133
31_000019500,INSERTO AOMT 060204 - 45DT IC508,2025-05-13 21:29:52,4.0,177.76,172
31_000026723,INSERTO ICP 106 IC908,2025-05-13 21:29:52,4.0,1454.4,172
31_000027193,INSERTO CCMT 060202 PF IC907,2025-05-13 21:29:52,4.0,92.0,172
31_000019499,INSERTO AOMT 030204 - N - 45DT IC1008,2025-05-13 21:29:52,4.0,131.52,172
31_000011859,"BRUNIDOR SINT. BOR. MSØ30 5x7,8x30",2025-05-13 21:54:35,8.0,1231.36,157
31_000009898,CHAVE TORX T20,2025-05-13 22:14:01,1.0,31.02,147
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-05-14 00:11:05,8.0,116.32,173
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-05-14 00:11:05,4.0,111.72,173
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-05-14 00:23:52,7.0,101.71,133
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-05-14 00:23:52,1.0,28.71,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-05-14 00:23:52,4.0,146.88,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-05-14 00:23:52,7.0,75.53,133
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-05-14 00:33:00,3.0,43.77,133
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-05-14 00:33:00,4.0,216.76,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-05-14 00:33:00,4.0,92.84,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-05-14 00:33:00,1.0,14.53,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-05-14 00:33:00,4.0,43.16,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-05-14 00:33:00,1.0,36.72,133
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-05-14 00:33:00,1.0,28.71,133
31_000028923,"BROCA MD 4,8MM 30 HD6 80",2025-05-14 00:55:50,3.0,551.07,147
31_000025413,"LOGOTIPO MARC. MIN TH 3,5mm (3H69130)",2025-05-14 02:20:44,1.0,518.21,173
31_000028831,INSERTO WXGU040308L-HP-BXA20,2025-05-14 02:40:43,2.0,1242.1,126
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-05-14 03:07:20,6.0,821.94,157
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-05-14 03:07:20,3.0,133.41,157
31_000019498,INSERTO SOMX 060304-DT IC908,2025-05-14 03:07:20,4.0,171.96,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-05-14 03:07:20,3.0,61.62,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-05-14 03:07:20,4.0,188.12,157
31_000027158,INSERTO CNMG 120412-RK MC5005,2025-05-14 03:21:56,7.0,127.33,122
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-05-14 03:21:56,5.0,106.0,122
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-05-14 03:23:41,6.0,172.26,122
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-05-14 03:28:32,6.0,127.2,147
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-05-14 03:28:32,2.0,39.22,147
31_000024800,INSERTO CCMT 09T308-CM T515,2025-05-14 03:28:32,2.0,46.38,147
31_000028680,INSERTO DCMT11T308-CM T5115,2025-05-14 03:28:32,1.0,24.64,147
31_000010508,"BRUNIDOR SINT.3,5x8,65x29,9x2 MAB G 053",2025-05-14 05:50:57,8.0,684.72,137
31_000025465,BROCHA 40 BC 50/14 C/ REV. BALINIT A,2025-05-14 06:01:10,1.0,10041.5,461
